X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-0.72,-11.01,0.67,0.37,-3.03,1.10
-0.55,-11.59,0.34,0.54,-3.25,1.07
-0.35,-12.21,-0.12,0.62,-3.37,1.02
-0.25,-12.61,-0.57,0.60,-3.35,0.97
-0.25,-12.73,-0.86,0.49,-3.23,0.96
-0.42,-12.56,-0.95,0.33,-3.05,1.00
-0.68,-12.25,-0.93,0.13,-2.86,1.15
-0.91,-11.97,-0.95,-0.09,-2.68,1.41
-1.01,-11.88,-1.06,-0.35,-2.48,1.76
-0.95,-12.16,-1.28,-0.65,-2.23,2.17
-0.75,-12.71,-1.58,-1.04,-1.90,2.59
-0.41,-13.41,-1.74,-1.48,-1.48,2.97
-0.15,-13.81,-1.65,-1.89,-0.96,3.25
-0.03,-13.90,-1.31,-2.21,-0.44,3.45
0.03,-13.91,-0.75,-2.41,-0.01,3.58
0.09,-13.91,-0.15,-2.50,0.21,3.61
0.07,-13.71,0.39,-2.51,0.20,3.58
-0.00,-13.20,0.80,-2.44,-0.01,3.53
-0.11,-12.45,1.02,-2.31,-0.37,3.49
-0.14,-11.60,1.03,-2.13,-0.79,3.50
-0.07,-10.81,0.79,-1.94,-1.18,3.51
0.11,-10.19,0.43,-1.76,-1.48,3.52
0.39,-9.72,0.07,-1.58,-1.64,3.49
0.72,-9.26,-0.31,-1.41,-1.65,3.40
1.12,-8.83,-0.58,-1.26,-1.56,3.20
1.50,-8.59,-0.74,-1.11,-1.38,2.89
1.85,-8.56,-0.78,-0.95,-1.17,2.44
2.00,-8.37,-0.77,-0.81,-0.99,1.87
1.99,-7.94,-0.92,-0.71,-0.83,1.29
1.99,-7.47,-0.80,-0.62,-0.63,0.68
1.67,-6.83,-0.40,-0.43,-0.44,0.06
1.20,-6.25,-0.16,-0.22,-0.41,-0.48
0.80,-5.84,-0.02,-0.05,-0.50,-0.92
0.48,-5.51,-0.01,0.11,-0.61,-1.28
0.26,-5.36,-0.16,0.24,-0.66,-1.58
0.09,-5.39,-0.34,0.35,-0.60,-1.84
-0.11,-5.53,-0.45,0.44,-0.47,-2.03
-0.25,-5.61,-0.55,0.49,-0.29,-2.17
-0.45,-5.61,-0.57,0.54,-0.10,-2.27
-0.57,-5.68,-0.67,0.56,0.07,-2.32
-0.65,-5.83,-0.77,0.53,0.21,-2.35
-0.69,-6.11,-0.90,0.43,0.33,-2.38
-0.69,-6.48,-1.07,0.27,0.46,-2.41
-0.70,-6.96,-1.22,0.05,0.65,-2.47
-0.71,-7.59,-1.26,-0.16,0.93,-2.55
-0.76,-8.35,-1.17,-0.36,1.26,-2.66
-0.95,-9.09,-0.92,-0.48,1.57,-2.78
-0.95,-10.03,-0.86,-0.61,1.84,-2.87
-0.96,-11.17,-0.40,-0.64,2.07,-2.99
-1.08,-12.26,0.26,-0.53,2.15,-3.15
-1.30,-13.10,0.78,-0.36,1.96,-3.33
-1.56,-13.62,1.12,-0.20,1.53,-3.47
-1.81,-13.79,1.29,-0.05,1.00,-3.55
-2.10,-13.64,1.25,0.08,0.46,-3.55
-2.34,-13.32,0.97,0.17,0.02,-3.43
-2.47,-12.90,0.52,0.20,-0.23,-3.19
-2.48,-12.43,0.02,0.15,-0.24,-2.84
-2.50,-11.88,-0.41,0.05,-0.01,-2.41
-2.54,-11.29,-0.66,-0.09,0.39,-1.89
-2.53,-10.80,-0.68,-0.22,0.83,-1.31
-2.46,-10.66,-0.51,-0.33,1.22,-0.69
-2.25,-10.91,-0.28,-0.41,1.49,-0.07
-1.92,-11.47,-0.05,-0.46,1.61,0.51
-1.49,-12.24,0.13,-0.48,1.61,1.02
-0.96,-13.02,0.18,-0.47,1.54,1.42
-0.48,-13.48,0.16,-0.46,1.43,1.69
-0.19,-13.58,0.00,-0.45,1.33,1.86
0.08,-13.52,-0.23,-0.48,1.30,1.97
0.25,-13.24,-0.39,-0.51,1.38,2.04
0.26,-12.69,-0.43,-0.51,1.56,2.08
0.16,-11.99,-0.37,-0.48,1.78,2.13
0.03,-11.23,-0.23,-0.44,1.97,2.19
-0.08,-10.46,-0.05,-0.37,2.11,2.26
-0.13,-9.74,0.14,-0.27,2.18,2.31
-0.11,-9.11,0.27,-0.15,2.15,2.34
-0.05,-8.57,0.34,-0.02,2.05,2.33
0.07,-8.13,0.31,0.10,1.88,2.28
0.26,-7.80,0.20,0.23,1.70,2.17
0.47,-7.59,0.04,0.36,1.55,1.99
0.68,-7.47,-0.11,0.48,1.43,1.73
0.85,-7.42,-0.26,0.60,1.34,1.41
1.00,-7.43,-0.35,0.73,1.28,1.03
1.07,-7.49,-0.36,0.88,1.22,0.58
1.08,-7.69,-0.36,1.06,1.13,0.09
1.02,-8.06,-0.28,1.25,0.98,-0.43
0.85,-8.51,-0.24,1.44,0.74,-0.96
0.60,-9.00,-0.30,1.59,0.42,-1.48
0.33,-9.47,-0.43,1.67,0.07,-1.96
0.02,-9.94,-0.64,1.67,-0.26,-2.40
-0.33,-10.30,-0.91,1.59,-0.50,-2.76
-0.71,-10.52,-1.13,1.44,-0.63,-3.01
-1.06,-10.62,-1.32,1.23,-0.63,-3.15
-1.35,-10.67,-1.44,0.99,-0.51,-3.19
-1.67,-10.69,-1.41,0.74,-0.30,-3.14
-1.92,-10.71,-1.35,0.49,-0.05,-3.00
-2.19,-10.71,-1.15,0.25,0.17,-2.79
-2.43,-10.66,-0.90,0.01,0.34,-2.52
-2.67,-10.56,-0.65,-0.21,0.43,-2.21
-2.87,-10.40,-0.43,-0.41,0.46,-1.84
-3.06,-10.14,-0.24,-0.59,0.43,-1.44
-3.18,-9.89,-0.15,-0.77,0.37,-0.98
-3.20,-9.77,-0.13,-0.95,0.32,-0.51
-3.14,-9.77,-0.13,-1.15,0.32,-0.02
-3.01,-9.85,-0.13,-1.34,0.36,0.45
-2.76,-10.20,-0.04,-1.51,0.46,0.88
-2.47,-10.75,0.17,-1.63,0.59,1.24
-2.16,-11.34,0.50,-1.67,0.70,1.51
-1.87,-11.83,0.91,-1.61,0.73,1.69
-1.69,-12.13,1.27,-1.47,0.65,1.78
-1.54,-12.35,1.47,-1.29,0.43,1.82
-1.39,-12.52,1.54,-1.06,0.16,1.83
-1.25,-12.61,1.47,-0.81,-0.09,1.82
-1.12,-12.56,1.28,-0.53,-0.25,1.80
-0.99,-12.35,1.07,-0.26,-0.30,1.77
-0.89,-12.00,0.89,0.02,-0.27,1.73
