X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-2.79,-11.38,6.48,-4.14,-1.27,3.26
-2.10,-12.07,6.61,-3.58,-1.49,3.24
-1.86,-13.31,6.90,-2.84,-1.63,3.06
-1.77,-14.28,7.78,-1.93,-1.89,2.75
-1.99,-13.66,8.01,-0.91,-2.40,2.22
-2.03,-12.60,7.21,0.04,-2.79,1.62
-1.97,-11.41,5.89,0.85,-2.68,1.02
-2.02,-9.95,4.62,1.46,-2.00,0.51
-2.29,-8.52,3.83,1.88,-0.98,0.09
-2.77,-7.47,3.58,2.17,0.04,-0.27
-3.60,-7.56,3.83,2.35,0.82,-0.48
-4.38,-7.55,4.26,2.45,0.93,-0.59
-5.43,-6.65,4.50,2.43,0.14,-0.74
-6.37,-5.75,4.18,2.31,-1.20,-0.81
-7.04,-5.09,3.45,2.08,-2.61,-0.80
-7.43,-4.87,2.80,1.80,-3.70,-0.77
-7.59,-4.93,2.35,1.51,-4.25,-0.74
-7.70,-4.94,2.32,1.28,-4.19,-0.69
-7.79,-4.79,2.49,1.16,-3.62,-0.55
-7.86,-4.52,2.84,1.12,-2.74,-0.28
-7.95,-4.35,3.38,1.14,-1.76,0.07
-7.97,-4.36,4.03,1.20,-0.89,0.47
-7.88,-4.85,4.65,1.29,-0.23,0.83
-7.62,-5.61,5.19,1.41,0.15,1.08
-7.33,-6.24,5.46,1.53,0.27,1.18
-6.99,-6.79,5.26,1.56,0.18,1.14
-6.67,-7.27,4.89,1.40,0.06,0.99
-6.58,-7.77,4.73,1.13,0.10,0.80
-6.82,-8.40,4.92,0.82,0.23,0.69
-7.20,-9.07,5.33,0.53,0.35,0.73
-7.61,-9.08,5.76,0.32,0.41,0.89
-7.95,-8.41,6.06,0.23,0.42,1.18
-8.06,-7.64,6.15,0.28,0.41,1.58
-7.76,-7.21,5.91,0.44,0.42,2.02
-7.15,-7.18,5.48,0.61,0.45,2.41
-6.44,-7.52,5.06,0.75,0.46,2.71
-5.76,-8.03,4.75,0.84,0.41,2.89
