X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-2.37,-8.50,7.93,-0.55,0.43,-3.99
-2.99,-9.34,7.55,0.54,0.04,-5.00
-3.53,-10.67,6.73,1.53,-0.07,-5.91
-3.98,-12.12,5.68,2.40,0.14,-6.65
-4.35,-13.35,4.58,3.14,0.64,-7.19
-4.57,-14.31,3.58,3.80,1.33,-7.52
-4.68,-15.02,2.73,4.37,2.00,-7.70
-4.66,-15.60,2.07,4.86,2.49,-7.79
-4.58,-16.17,1.54,5.22,2.68,-7.87
-4.17,-16.58,0.64,5.42,2.63,-7.99
-3.88,-17.03,-0.25,5.48,2.58,-8.16
-3.83,-17.33,-0.93,5.38,2.51,-8.27
-3.71,-17.79,-1.53,5.17,2.48,-8.26
-3.78,-17.80,-1.96,4.86,2.56,-8.11
-4.17,-17.05,-1.68,4.51,2.58,-7.78
-4.64,-15.61,-1.19,4.08,2.28,-7.30
-4.97,-13.84,-0.75,3.57,1.70,-6.72
-5.05,-12.23,-0.58,3.00,1.05,-6.11
-5.02,-10.80,-0.66,2.40,0.56,-5.51
-5.03,-9.58,-0.75,1.79,0.30,-4.91
-5.17,-8.52,-0.74,1.13,0.22,-4.28
-5.45,-7.47,-0.58,0.43,0.23,-3.56
-5.74,-6.35,-0.45,-0.31,0.29,-2.70
-5.90,-5.49,-0.24,-1.06,0.44,-1.72
-5.90,-5.10,0.02,-1.78,0.69,-0.70
-5.79,-5.23,0.41,-2.44,1.00,0.30
-5.58,-5.78,0.94,-3.03,1.27,1.19
-5.29,-6.58,1.52,-3.55,1.39,1.93
-4.93,-7.52,2.04,-3.99,1.30,2.51
-4.49,-8.52,2.39,-4.36,1.04,2.93
-4.03,-9.45,2.47,-4.66,0.67,3.25
-3.45,-10.41,2.33,-4.94,0.33,3.47
-2.80,-11.34,2.12,-5.18,0.10,3.57
-2.16,-12.20,1.98,-5.39,0.00,3.53
-1.60,-13.04,2.08,-5.55,-0.02,3.34
-1.18,-13.94,2.44,-5.63,-0.06,3.02
-0.96,-14.77,3.08,-5.63,-0.23,2.59
-0.95,-15.23,3.82,-5.52,-0.60,2.13
-1.08,-15.33,4.50,-5.30,-1.16,1.70
-1.24,-15.17,4.92,-4.99,-1.83,1.33
-1.37,-14.83,5.01,-4.63,-2.41,1.06
-1.45,-14.31,4.95,-4.21,-2.74,0.85
-1.53,-13.60,4.85,-3.75,-2.77,0.70
-1.58,-12.85,4.84,-3.25,-2.54,0.57
-1.62,-12.19,5.01,-2.71,-2.17,0.44
-1.72,-11.61,5.36,-2.12,-1.83,0.27
-1.86,-11.09,5.72,-1.50,-1.63,0.07
-2.05,-10.68,5.95,-0.86,-1.65,-0.13
-2.24,-10.35,5.91,-0.23,-1.85,-0.33
-2.34,-10.08,5.54,0.36,-2.11,-0.49
-2.38,-9.86,4.91,0.88,-2.32,-0.62
-2.38,-9.64,4.18,1.33,-2.41,-0.70
-2.35,-9.45,3.45,1.69,-2.34,-0.73
-2.23,-9.31,2.81,1.96,-2.15,-0.70
-2.07,-9.35,2.29,2.18,-1.89,-0.65
-1.92,-9.53,1.90,2.33,-1.64,-0.59
-1.77,-9.82,1.62,2.42,-1.45,-0.52
-1.65,-10.12,1.35,2.45,-1.35,-0.44
-1.54,-10.31,1.03,2.40,-1.33,-0.35
-1.42,-10.30,0.66,2.27,-1.32,-0.25
-1.34,-10.04,0.29,2.07,-1.27,-0.14
-1.28,-9.64,-0.03,1.81,-1.15,0.01
-1.21,-9.22,-0.24,1.50,-0.98,0.18
-1.11,-8.99,-0.34,1.17,-0.76,0.34
-1.00,-9.00,-0.31,0.82,-0.56,0.46
-0.94,-9.07,-0.16,0.46,-0.40,0.55
-0.94,-9.12,0.05,0.11,-0.31,0.62
-0.98,-9.05,0.26,-0.23,-0.31,0.69
-1.04,-8.82,0.40,-0.55,-0.32,0.79
-1.08,-8.52,0.48,-0.84,-0.27,0.92
-1.08,-8.26,0.57,-1.09,-0.13,1.06
-1.03,-8.12,0.71,-1.27,0.11,1.20
-0.96,-8.06,0.94,-1.39,0.40,1.29
-0.87,-8.06,1.24,-1.47,0.67,1.34
-0.74,-8.13,1.55,-1.49,0.86,1.31
-0.63,-8.25,1.87,-1.46,0.94,1.22
-0.56,-8.38,2.16,-1.38,0.90,1.08
-0.56,-8.41,2.42,-1.26,0.75,0.90
-0.61,-8.32,2.57,-1.11,0.54,0.73
-0.68,-8.12,2.61,-0.92,0.36,0.57
-0.71,-7.93,2.53,-0.70,0.26,0.43
-0.67,-7.85,2.36,-0.47,0.29,0.31
-0.58,-7.86,2.18,-0.22,0.42,0.17
-0.51,-7.93,2.04,0.01,0.60,0.02
-0.47,-7.97,1.91,0.22,0.74,-0.15
-0.44,-7.94,1.77,0.40,0.80,-0.33
-0.43,-7.86,1.62,0.55,0.80,-0.51
-0.46,-7.69,1.45,0.65,0.73,-0.70
-0.51,-7.54,1.25,0.71,0.65,-0.89
-0.60,-7.33,1.06,0.73,0.57,-1.07
-0.81,-6.96,0.91,0.71,0.51,-1.22
-1.07,-6.47,0.82,0.66,0.48,-1.30
-1.25,-6.00,0.72,0.61,0.50,-1.31
-1.34,-5.65,0.61,0.56,0.60,-1.28
-1.35,-5.55,0.52,0.52,0.77,-1.23
-1.34,-5.66,0.54,0.49,0.94,-1.21
-1.38,-5.70,0.70,0.45,1.01,-1.22
-1.52,-5.49,0.95,0.41,0.94,-1.24
-1.57,-5.32,1.21,0.43,0.75,-1.26
-1.57,-5.44,1.30,0.51,0.50,-1.32
-1.36,-6.17,1.19,0.66,0.32,-1.43
-1.16,-7.43,0.91,0.82,0.26,-1.61
-1.10,-8.58,0.68,0.91,0.27,-1.80
-1.22,-9.26,0.65,0.94,0.28,-1.96
-1.38,-9.62,0.79,0.96,0.24,-2.04
-1.37,-10.11,0.77,0.97,0.16,-2.08
-1.29,-10.97,0.64,0.96,0.08,-2.10
-1.31,-11.71,0.51,0.88,-0.02,-2.09
-1.40,-11.95,0.31,0.71,-0.16,-1.99
-1.48,-11.71,0.09,0.43,-0.30,-1.80
-1.56,-11.19,-0.03,0.12,-0.35,-1.52
-1.63,-10.93,-0.10,-0.16,-0.28,-1.16
-1.57,-11.28,-0.20,-0.42,-0.06,-0.76
-1.46,-12.03,-0.22,-0.68,0.30,-0.36
-1.44,-12.72,0.05,-0.94,0.68,-0.00
-1.51,-13.10,0.54,-1.18,0.95,0.33
-1.62,-13.01,1.06,-1.37,1.04,0.63
-1.66,-12.62,1.53,-1.49,1.00,0.93
