X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-0.42,-11.68,1.08,-0.13,-2.38,-0.49
-0.32,-11.34,0.73,0.02,-2.15,-0.58
-0.24,-10.95,0.35,0.13,-1.80,-0.67
-0.21,-10.52,0.07,0.19,-1.33,-0.74
-0.25,-10.19,-0.05,0.23,-0.78,-0.79
-0.28,-10.22,0.02,0.28,-0.22,-0.78
-0.31,-10.55,0.19,0.35,0.28,-0.75
-0.35,-10.96,0.42,0.44,0.67,-0.69
-0.39,-11.32,0.68,0.54,0.91,-0.60
-0.43,-11.54,0.93,0.63,0.97,-0.52
-0.47,-11.60,1.08,0.70,0.86,-0.45
-0.46,-11.55,1.07,0.76,0.64,-0.40
-0.46,-11.39,0.98,0.78,0.38,-0.36
-0.42,-11.21,0.83,0.79,0.14,-0.34
-0.40,-10.96,0.60,0.80,-0.05,-0.33
-0.36,-10.69,0.35,0.79,-0.13,-0.33
-0.33,-10.39,0.12,0.79,-0.11,-0.33
-0.32,-10.09,-0.05,0.79,0.00,-0.32
-0.32,-9.84,-0.19,0.79,0.17,-0.30
-0.34,-9.65,-0.32,0.76,0.38,-0.27
-0.38,-9.42,-0.41,0.69,0.57,-0.23
-0.41,-9.24,-0.44,0.57,0.74,-0.17
-0.43,-9.19,-0.35,0.42,0.85,-0.10
-0.43,-9.24,-0.17,0.28,0.89,-0.04
-0.41,-9.39,0.04,0.17,0.86,-0.01
-0.38,-9.53,0.21,0.09,0.75,0.00
-0.37,-9.62,0.35,0.04,0.61,-0.02
-0.38,-9.67,0.46,0.02,0.44,-0.06
-0.36,-9.79,0.50,0.01,0.26,-0.11
-0.35,-9.96,0.46,0.00,0.12,-0.18
-0.37,-10.08,0.37,-0.01,0.04,-0.24
-0.41,-10.09,0.28,-0.06,0.03,-0.30
-0.48,-10.06,0.23,-0.12,0.08,-0.34
-0.57,-10.02,0.26,-0.18,0.16,-0.37
-0.67,-9.96,0.35,-0.22,0.24,-0.37
-0.77,-9.85,0.45,-0.24,0.30,-0.37
-0.91,-9.65,0.54,-0.24,0.32,-0.36
-1.03,-9.47,0.65,-0.22,0.30,-0.32
-1.15,-9.42,0.73,-0.19,0.24,-0.27
-1.20,-9.52,0.74,-0.14,0.16,-0.21
-1.23,-9.70,0.71,-0.10,0.10,-0.14
-1.23,-9.99,0.64,-0.08,0.06,-0.06
-1.21,-10.38,0.59,-0.08,0.04,0.04
-1.20,-10.79,0.58,-0.10,0.04,0.15
-1.22,-11.07,0.56,-0.14,0.06,0.28
-1.23,-11.15,0.58,-0.18,0.11,0.44
-1.20,-11.15,0.59,-0.20,0.18,0.61
-1.15,-11.11,0.62,-0.20,0.26,0.76
-1.12,-11.00,0.67,-0.20,0.33,0.89
-1.09,-10.86,0.75,-0.19,0.37,0.99
