X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-3.87,-9.77,4.40,0.94,-0.48,1.62
-3.50,-9.52,4.11,1.03,-0.45,1.85
-3.06,-9.22,3.75,1.10,-0.40,2.01
-2.65,-8.88,3.40,1.12,-0.30,2.08
-2.33,-8.44,3.10,1.09,-0.18,2.08
-2.04,-7.89,2.95,1.02,-0.06,1.99
-1.99,-7.47,2.94,0.96,-0.02,1.82
-2.02,-7.43,2.96,0.87,-0.09,1.67
-2.04,-7.44,2.96,0.77,-0.21,1.52
-2.06,-7.07,2.88,0.69,-0.30,1.39
-2.08,-6.56,2.74,0.59,-0.33,1.27
-2.06,-6.11,2.65,0.48,-0.25,1.16
-2.06,-5.75,2.64,0.38,-0.09,1.04
-2.05,-5.49,2.67,0.28,0.14,0.93
-2.09,-5.15,2.83,0.19,0.40,0.79
-2.24,-4.89,3.14,0.13,0.60,0.63
-2.43,-4.85,3.54,0.09,0.68,0.46
-2.66,-4.94,3.93,0.08,0.61,0.29
-2.86,-5.05,4.20,0.09,0.45,0.13
-3.00,-5.11,4.28,0.11,0.29,-0.00
-3.09,-5.10,4.29,0.14,0.18,-0.12
-3.16,-5.09,4.27,0.15,0.16,-0.22
-3.23,-5.16,4.31,0.17,0.21,-0.33
-3.34,-5.34,4.44,0.19,0.30,-0.42
-3.51,-5.56,4.61,0.22,0.39,-0.51
-3.70,-5.81,4.77,0.26,0.44,-0.55
-3.84,-6.03,4.88,0.30,0.47,-0.57
-3.90,-6.24,4.95,0.36,0.50,-0.56
-3.89,-6.40,4.99,0.42,0.56,-0.54
-3.85,-6.48,5.05,0.50,0.63,-0.55
-3.81,-6.51,5.10,0.59,0.70,-0.58
-3.79,-6.45,5.20,0.69,0.75,-0.63
-3.77,-6.40,5.30,0.81,0.79,-0.70
-3.75,-6.43,5.38,0.94,0.81,-0.79
-3.82,-6.45,5.48,1.07,0.79,-0.90
-3.94,-6.43,5.56,1.21,0.71,-1.02
-4.10,-6.33,5.56,1.34,0.55,-1.14
-4.27,-6.18,5.47,1.45,0.35,-1.24
-4.40,-6.02,5.26,1.54,0.15,-1.33
-4.49,-5.89,4.98,1.60,-0.02,-1.40
-4.54,-5.77,4.69,1.61,-0.15,-1.46
-4.59,-5.64,4.44,1.60,-0.23,-1.51
-4.63,-5.54,4.19,1.56,-0.22,-1.55
-4.70,-5.46,4.02,1.50,-0.11,-1.56
-4.80,-5.37,3.93,1.43,0.05,-1.53
-4.92,-5.30,3.94,1.33,0.19,-1.47
-5.05,-5.17,3.99,1.21,0.26,-1.38
-5.14,-5.04,3.98,1.08,0.28,-1.24
-5.17,-4.87,3.94,0.93,0.28,-1.09
-5.16,-4.70,3.90,0.76,0.29,-0.92
-5.13,-4.54,3.87,0.58,0.31,-0.75
-5.07,-4.44,3.87,0.40,0.37,-0.58
-5.01,-4.38,3.92,0.22,0.46,-0.42
-4.93,-4.36,4.04,0.04,0.57,-0.27
-4.85,-4.40,4.20,-0.12,0.67,-0.14
-4.80,-4.48,4.42,-0.27,0.73,-0.04
-4.75,-4.59,4.64,-0.39,0.73,0.04
-4.70,-4.70,4.85,-0.49,0.69,0.08
-4.65,-4.81,5.02,-0.57,0.62,0.11
-4.63,-4.90,5.17,-0.63,0.54,0.12
-4.59,-5.00,5.28,-0.67,0.46,0.12
-4.58,-5.10,5.38,-0.69,0.37,0.11
-4.58,-5.22,5.47,-0.70,0.27,0.10
-4.58,-5.36,5.53,-0.69,0.15,0.09
-4.57,-5.48,5.56,-0.67,0.03,0.07
-4.55,-5.58,5.54,-0.64,-0.06,0.05
-4.54,-5.63,5.52,-0.60,-0.12,0.03
-4.54,-5.61,5.49,-0.54,-0.12,0.03
-4.53,-5.57,5.46,-0.48,-0.09,0.02
-4.53,-5.53,5.46,-0.41,-0.05,0.02
-4.53,-5.53,5.45,-0.33,-0.01,0.03
-4.52,-5.54,5.42,-0.25,-0.01,0.05
-4.46,-5.55,5.33,-0.19,-0.05,0.07
-4.37,-5.55,5.15,-0.15,-0.09,0.09
-4.27,-5.54,4.94,-0.12,-0.12,0.11
-4.15,-5.55,4.75,-0.13,-0.14,0.13
-4.03,-5.61,4.60,-0.15,-0.15,0.13
-3.93,-5.67,4.47,-0.20,-0.15,0.13
-3.84,-5.72,4.37,-0.26,-0.13,0.12
-3.77,-5.78,4.32,-0.33,-0.09,0.11
-3.74,-5.83,4.37,-0.40,-0.03,0.09
-3.76,-5.88,4.48,-0.46,0.02,0.08
-3.79,-5.96,4.64,-0.50,0.05,0.05
-3.85,-6.03,4.80,-0.53,0.05,0.03
-3.89,-6.09,4.95,-0.53,0.04,0.01
-3.93,-6.14,5.07,-0.51,0.01,-0.01
-3.96,-6.17,5.13,-0.48,-0.01,-0.02
-3.96,-6.24,5.16,-0.44,-0.03,-0.03
-3.97,-6.30,5.16,-0.39,-0.04,-0.04
-3.97,-6.37,5.13,-0.34,-0.06,-0.05
-3.98,-6.41,5.08,-0.30,-0.07,-0.05
-3.96,-6.45,5.01,-0.26,-0.08,-0.04
-3.94,-6.47,4.94,-0.23,-0.07,-0.03
-3.91,-6.48,4.88,-0.20,-0.04,-0.02
-3.88,-6.50,4.87,-0.18,-0.02,-0.02
-3.87,-6.49,4.84,-0.16,-0.03,-0.03
-3.87,-6.45,4.82,-0.14,-0.05,-0.04
-3.86,-6.42,4.79,-0.12,-0.08,-0.05
-3.84,-6.39,4.72,-0.11,-0.11,-0.06
-3.81,-6.38,4.64,-0.10,-0.12,-0.07
-3.79,-6.38,4.58,-0.09,-0.11,-0.08
-3.77,-6.35,4.52,-0.08,-0.11,-0.08
-3.75,-6.31,4.45,-0.08,-0.11,-0.08
-3.72,-6.28,4.37,-0.08,-0.11,-0.08
-3.68,-6.28,4.28,-0.10,-0.12,-0.07
-3.65,-6.30,4.18,-0.12,-0.12,-0.07
-3.62,-6.32,4.09,-0.16,-0.12,-0.07
-3.57,-6.35,4.01,-0.21,-0.11,-0.06
-3.54,-6.42,3.95,-0.27,-0.09,-0.06
-3.50,-6.50,3.94,-0.34,-0.06,-0.05
-3.48,-6.59,3.97,-0.40,-0.02,-0.05
-3.47,-6.68,4.03,-0.46,0.01,-0.05
-3.45,-6.77,4.09,-0.51,0.03,-0.06
-3.42,-6.86,4.15,-0.55,0.05,-0.07
-3.39,-6.95,4.19,-0.58,0.07,-0.08
-3.34,-7.02,4.21,-0.60,0.09,-0.10
-3.28,-7.07,4.23,-0.61,0.11,-0.12
-3.22,-7.11,4.22,-0.61,0.12,-0.16
-3.15,-7.14,4.19,-0.61,0.13,-0.20
-3.06,-7.18,4.13,-0.60,0.13,-0.24
-3.00,-7.21,4.08,-0.60,0.13,-0.29
-2.97,-7.25,4.05,-0.60,0.12,-0.35
-2.95,-7.30,4.04,-0.60,0.09,-0.41
-2.96,-7.33,4.04,-0.60,0.07,-0.46
-2.99,-7.35,4.04,-0.59,0.04,-0.52
-3.04,-7.36,4.04,-0.57,0.02,-0.56
-3.08,-7.38,4.03,-0.54,0.01,-0.59
-3.11,-7.42,4.01,-0.51,0.01,-0.60
-3.13,-7.47,3.98,-0.49,0.02,-0.61
-3.14,-7.53,3.96,-0.45,0.04,-0.61
-3.17,-7.58,3.96,-0.42,0.07,-0.60
-3.19,-7.58,3.96,-0.39,0.09,-0.58
-3.21,-7.54,3.92,-0.35,0.12,-0.55
-3.23,-7.48,3.89,-0.32,0.14,-0.51
-3.22,-7.41,3.84,-0.28,0.17,-0.47
-3.19,-7.35,3.78,-0.25,0.18,-0.42
-3.14,-7.30,3.72,-0.23,0.19,-0.38
-3.08,-7.29,3.66,-0.19,0.18,-0.35
-3.03,-7.32,3.59,-0.16,0.14,-0.35
-3.00,-7.43,3.51,-0.13,0.08,-0.35
-2.97,-7.57,3.39,-0.11,-0.02,-0.37
-2.95,-7.70,3.26,-0.10,-0.12,-0.38
-2.93,-7.83,3.10,-0.11,-0.20,-0.38
-2.91,-7.95,2.95,-0.13,-0.24,-0.37
-2.91,-8.08,2.85,-0.16,-0.25,-0.36
-2.93,-8.21,2.79,-0.19,-0.23,-0.32
-2.95,-8.32,2.79,-0.23,-0.21,-0.28
-2.96,-8.44,2.81,-0.26,-0.19,-0.22
-2.98,-8.56,2.83,-0.29,-0.19,-0.16
-2.97,-8.66,2.85,-0.32,-0.18,-0.09
-2.96,-8.73,2.84,-0.34,-0.16,-0.02
-2.93,-8.73,2.85,-0.36,-0.12,0.06
-2.89,-8.70,2.88,-0.38,-0.07,0.14
-2.81,-8.68,2.91,-0.40,0.00,0.21
-2.75,-8.69,3.00,-0.40,0.06,0.25
-2.71,-8.69,3.13,-0.39,0.09,0.26
-2.69,-8.68,3.28,-0.36,0.07,0.25
-2.67,-8.67,3.39,-0.30,0.01,0.21
-2.67,-8.66,3.42,-0.24,-0.09,0.15
-2.68,-8.63,3.39,-0.16,-0.19,0.09
-2.71,-8.60,3.30,-0.10,-0.27,0.05
-2.74,-8.59,3.17,-0.04,-0.34,0.02
-2.75,-8.58,3.01,0.00,-0.37,0.02
