X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
0.45,-9.77,-0.69,0.24,-0.04,0.10
0.44,-9.55,-0.66,0.24,0.02,0.15
0.44,-9.37,-0.63,0.23,0.07,0.19
0.45,-9.22,-0.59,0.21,0.10,0.20
0.45,-9.11,-0.52,0.19,0.09,0.20
0.45,-9.06,-0.48,0.17,0.05,0.18
0.47,-9.09,-0.46,0.15,-0.02,0.14
0.47,-9.11,-0.47,0.12,-0.11,0.09
0.43,-9.10,-0.49,0.09,-0.19,0.05
0.39,-9.12,-0.52,0.07,-0.25,0.04
0.43,-9.23,-0.65,0.02,-0.29,0.05
0.44,-9.32,-0.74,-0.02,-0.29,0.06
0.45,-9.40,-0.84,-0.08,-0.27,0.09
0.48,-9.47,-0.90,-0.15,-0.22,0.12
0.52,-9.49,-0.92,-0.23,-0.16,0.16
0.54,-9.50,-0.90,-0.31,-0.09,0.18
0.53,-9.48,-0.81,-0.37,-0.02,0.19
0.52,-9.46,-0.69,-0.41,0.04,0.18
0.48,-9.45,-0.57,-0.44,0.08,0.16
0.45,-9.46,-0.46,-0.44,0.09,0.15
0.40,-9.50,-0.34,-0.42,0.09,0.13
0.37,-9.58,-0.26,-0.38,0.05,0.13
0.39,-9.70,-0.27,-0.34,-0.02,0.13
0.43,-9.79,-0.35,-0.31,-0.08,0.14
0.48,-9.84,-0.45,-0.29,-0.13,0.15
0.53,-9.87,-0.56,-0.27,-0.13,0.17
0.60,-9.89,-0.65,-0.28,-0.10,0.17
0.63,-9.84,-0.69,-0.29,-0.04,0.16
0.61,-9.73,-0.65,-0.31,0.04,0.13
0.56,-9.63,-0.56,-0.32,0.10,0.09
0.51,-9.51,-0.46,-0.33,0.13,0.05
0.46,-9.44,-0.38,-0.32,0.14,0.01
0.41,-9.39,-0.30,-0.30,0.14,-0.03
0.39,-9.40,-0.25,-0.26,0.13,-0.07
0.36,-9.42,-0.21,-0.21,0.12,-0.12
0.32,-9.43,-0.17,-0.14,0.11,-0.17
0.28,-9.45,-0.16,-0.08,0.09,-0.21
0.27,-9.50,-0.18,-0.00,0.07,-0.23
0.25,-9.53,-0.23,0.07,0.06,-0.25
0.24,-9.55,-0.28,0.14,0.08,-0.26
0.24,-9.57,-0.34,0.21,0.11,-0.27
0.24,-9.56,-0.36,0.28,0.16,-0.27
0.22,-9.56,-0.34,0.36,0.22,-0.27
0.21,-9.62,-0.32,0.44,0.25,-0.27
0.22,-9.71,-0.31,0.53,0.24,-0.27
0.23,-9.78,-0.34,0.60,0.19,-0.27
0.26,-9.83,-0.45,0.65,0.12,-0.27
0.29,-9.85,-0.58,0.68,0.05,-0.27
0.34,-9.86,-0.75,0.68,0.01,-0.25
0.38,-9.84,-0.91,0.66,0.02,-0.24
0.40,-9.78,-1.04,0.62,0.07,-0.23
0.39,-9.67,-1.09,0.56,0.14,-0.20
0.35,-9.56,-1.10,0.49,0.21,-0.17
0.33,-9.47,-1.07,0.41,0.25,-0.13
0.31,-9.43,-1.03,0.32,0.25,-0.09
0.30,-9.40,-1.00,0.23,0.22,-0.05
0.33,-9.43,-1.00,0.14,0.16,-0.02
0.38,-9.52,-1.00,0.05,0.11,-0.00
0.40,-9.61,-1.01,-0.05,0.06,0.00
0.39,-9.69,-1.01,-0.14,0.03,0.00
0.36,-9.75,-1.00,-0.22,0.01,0.02
0.35,-9.78,-0.98,-0.30,0.02,0.04
0.31,-9.76,-0.96,-0.36,0.06,0.07
0.28,-9.71,-0.87,-0.41,0.12,0.10
0.25,-9.65,-0.75,-0.43,0.17,0.14
0.22,-9.61,-0.60,-0.43,0.20,0.16
0.22,-9.62,-0.49,-0.42,0.18,0.17
0.24,-9.63,-0.40,-0.40,0.10,0.17
0.24,-9.63,-0.40,-0.37,-0.00,0.17
0.27,-9.62,-0.44,-0.35,-0.08,0.17
0.31,-9.64,-0.53,-0.32,-0.11,0.18
0.36,-9.67,-0.59,-0.30,-0.08,0.18
0.39,-9.70,-0.58,-0.27,-0.01,0.16
0.39,-9.71,-0.52,-0.23,0.06,0.13
0.36,-9.69,-0.42,-0.18,0.11,0.09
0.33,-9.67,-0.32,-0.13,0.10,0.05
0.29,-9.66,-0.23,-0.07,0.05,0.01
0.25,-9.65,-0.21,-0.02,-0.04,-0.03
0.22,-9.58,-0.24,0.03,-0.12,-0.05
0.21,-9.50,-0.33,0.08,-0.18,-0.06
0.23,-9.43,-0.44,0.12,-0.18,-0.05
0.26,-9.43,-0.53,0.14,-0.15,-0.05
0.27,-9.46,-0.59,0.17,-0.08,-0.04
0.26,-9.49,-0.59,0.18,-0.03,-0.02
0.26,-9.50,-0.59,0.19,-0.00,0.00
0.27,-9.51,-0.59,0.19,-0.00,0.03
0.29,-9.50,-0.63,0.18,-0.02,0.06
0.35,-9.53,-0.68,0.17,-0.04,0.09
0.42,-9.57,-0.74,0.15,-0.03,0.10
0.46,-9.61,-0.77,0.12,-0.02,0.10
0.48,-9.63,-0.79,0.10,-0.01,0.09
0.48,-9.65,-0.80,0.07,-0.01,0.08
0.49,-9.70,-0.81,0.03,-0.02,0.08
0.50,-9.73,-0.82,-0.01,-0.03,0.09
0.52,-9.73,-0.84,-0.06,-0.03,0.09
0.53,-9.71,-0.83,-0.10,-0.02,0.10
0.53,-9.68,-0.79,-0.13,0.00,0.09
0.52,-9.68,-0.75,-0.16,0.02,0.09
0.51,-9.70,-0.70,-0.17,0.03,0.08
0.47,-9.71,-0.65,-0.19,0.03,0.07
0.45,-9.69,-0.62,-0.20,0.03,0.07
0.44,-9.67,-0.59,-0.20,0.03,0.07
0.43,-9.64,-0.55,-0.19,0.04,0.06
0.41,-9.62,-0.51,-0.17,0.06,0.05
0.40,-9.63,-0.46,-0.14,0.06,0.04
0.38,-9.65,-0.43,-0.11,0.06,0.02
0.35,-9.66,-0.40,-0.08,0.05,0.00
0.33,-9.67,-0.40,-0.05,0.03,-0.00
0.34,-9.68,-0.43,-0.02,0.01,-0.00
0.35,-9.70,-0.49,0.01,0.01,0.00
0.38,-9.73,-0.55,0.04,0.04,0.01
0.42,-9.75,-0.58,0.06,0.08,0.02
0.44,-9.76,-0.58,0.08,0.12,0.01
0.44,-9.74,-0.56,0.10,0.14,-0.01
0.42,-9.70,-0.53,0.11,0.13,-0.03
0.41,-9.63,-0.51,0.12,0.10,-0.05
0.41,-9.57,-0.53,0.13,0.07,-0.08
0.40,-9.54,-0.56,0.14,0.05,-0.11
0.40,-9.51,-0.58,0.15,0.04,-0.15
0.38,-9.49,-0.59,0.16,0.04,-0.19
0.36,-9.52,-0.57,0.16,0.04,-0.23
0.32,-9.55,-0.55,0.17,0.03,-0.27
0.26,-9.57,-0.53,0.18,0.01,-0.30
0.19,-9.59,-0.52,0.18,-0.02,-0.31
0.12,-9.60,-0.55,0.18,-0.05,-0.30
0.08,-9.61,-0.61,0.17,-0.07,-0.26
0.07,-9.62,-0.68,0.15,-0.07,-0.20
0.08,-9.64,-0.74,0.13,-0.04,-0.12
0.10,-9.64,-0.79,0.10,0.02,-0.04
0.14,-9.64,-0.81,0.07,0.09,0.04
0.17,-9.61,-0.79,0.03,0.14,0.10
0.20,-9.59,-0.75,0.00,0.18,0.16
0.23,-9.58,-0.71,-0.03,0.18,0.20
0.27,-9.59,-0.70,-0.06,0.16,0.23
0.31,-9.60,-0.71,-0.09,0.12,0.25
