X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-4.63,-4.04,2.06,0.48,-1.44,-0.76
-5.02,-4.37,2.03,0.81,-1.68,-0.96
-5.50,-4.89,1.97,1.11,-1.87,-1.15
-6.06,-5.43,1.84,1.31,-2.05,-1.28
-6.62,-5.72,1.75,1.42,-2.19,-1.31
-7.16,-5.67,1.67,1.46,-2.24,-1.26
-7.66,-5.27,1.66,1.45,-2.22,-1.12
-8.13,-4.66,1.71,1.41,-2.14,-0.91
-8.58,-4.08,1.72,1.33,-2.05,-0.60
-8.85,-3.69,1.58,1.15,-1.98,-0.21
-8.98,-3.40,1.42,0.85,-1.90,0.24
-8.93,-3.12,1.38,0.52,-1.78,0.75
-8.59,-3.34,1.28,0.22,-1.61,1.27
-7.97,-3.93,1.19,-0.09,-1.43,1.75
-7.19,-4.62,1.19,-0.38,-1.26,2.18
-6.39,-5.18,1.22,-0.62,-1.13,2.50
-5.61,-5.66,1.33,-0.80,-1.10,2.72
-4.90,-6.15,1.37,-0.93,-1.19,2.82
-4.26,-6.55,1.30,-1.06,-1.39,2.83
-3.77,-6.60,1.13,-1.18,-1.63,2.77
-3.45,-6.37,0.84,-1.34,-1.86,2.66
-3.22,-6.10,0.49,-1.57,-2.04,2.54
-3.03,-6.03,0.06,-1.90,-2.14,2.42
-2.91,-5.98,-0.36,-2.39,-2.14,2.30
-2.87,-6.16,-0.38,-2.96,-2.02,2.20
-2.89,-6.69,0.02,-3.45,-1.88,2.11
-2.99,-6.89,0.70,-3.78,-1.82,2.04
-3.10,-6.52,1.23,-3.93,-1.94,1.97
-3.05,-6.51,1.36,-4.00,-2.18,1.91
-2.77,-7.36,1.36,-4.09,-2.45,1.83
-2.55,-7.92,1.23,-4.19,-2.68,1.75
-2.38,-7.99,1.07,-4.30,-2.85,1.68
-2.25,-8.01,0.86,-4.42,-2.95,1.63
-2.09,-7.98,0.79,-4.55,-3.00,1.59
-2.10,-7.22,0.69,-4.66,-3.02,1.55
-2.02,-7.01,0.55,-4.74,-3.00,1.57
-1.70,-7.89,0.32,-4.83,-2.92,1.61
-1.39,-9.09,-0.02,-5.04,-2.80,1.63
-1.04,-10.44,-0.25,-5.36,-2.63,1.67
-0.63,-11.90,-0.29,-5.70,-2.44,1.66
-0.35,-12.95,-0.12,-6.02,-2.24,1.60
-0.14,-13.37,0.22,-6.18,-2.07,1.50
-0.11,-13.33,0.48,-6.20,-1.92,1.37
-0.05,-13.46,0.72,-6.12,-1.82,1.25
0.00,-13.75,1.02,-5.93,-1.75,1.11
0.09,-14.06,1.39,-5.63,-1.73,0.95
0.11,-14.16,1.70,-5.20,-1.78,0.76
-0.00,-13.97,1.80,-4.74,-1.93,0.57
-0.10,-13.63,1.81,-4.27,-2.12,0.41
-0.17,-13.43,1.99,-3.76,-2.28,0.23
0.06,-13.64,1.70,-3.24,-2.39,-0.02
0.38,-14.07,1.34,-2.76,-2.29,-0.39
0.41,-14.22,0.97,-2.27,-1.86,-0.83
0.12,-14.34,0.78,-1.80,-1.17,-1.27
-0.42,-14.56,0.76,-1.41,-0.41,-1.61
-0.98,-14.76,1.02,-1.11,0.23,-1.86
-1.52,-14.77,1.54,-0.82,0.65,-2.06
-2.07,-14.53,2.13,-0.46,0.86,-2.20
-2.59,-14.20,2.54,-0.01,0.87,-2.27
-3.04,-13.76,2.67,0.48,0.75,-2.26
-3.40,-12.97,2.54,0.99,0.64,-2.18
-3.79,-11.78,2.19,1.48,0.61,-2.04
-3.96,-10.85,1.76,1.95,0.72,-1.84
-3.88,-10.46,1.30,2.40,1.00,-1.63
-3.63,-10.48,0.80,2.82,1.40,-1.43
-3.25,-10.71,0.39,3.18,1.86,-1.24
-2.92,-10.86,0.05,3.51,2.31,-1.07
-2.67,-10.84,-0.21,3.75,2.66,-0.89
-2.36,-10.87,-0.45,3.90,2.90,-0.72
