X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-0.43,-9.73,-0.02,0.97,0.51,-1.47
-0.41,-9.75,-0.16,1.00,0.27,-1.56
-0.42,-9.75,-0.39,0.98,0.05,-1.63
-0.41,-9.79,-0.63,0.91,-0.13,-1.69
-0.43,-9.87,-0.86,0.78,-0.23,-1.73
-0.50,-9.99,-1.00,0.61,-0.25,-1.73
-0.60,-10.12,-0.97,0.44,-0.23,-1.72
-0.77,-10.26,-0.83,0.27,-0.21,-1.68
-0.97,-10.38,-0.63,0.12,-0.23,-1.60
-1.20,-10.45,-0.43,-0.01,-0.30,-1.47
-1.43,-10.42,-0.29,-0.14,-0.41,-1.28
-1.62,-10.38,-0.21,-0.28,-0.52,-1.03
-1.76,-10.39,-0.16,-0.40,-0.62,-0.72
-1.83,-10.47,-0.13,-0.51,-0.68,-0.37
-1.83,-10.68,-0.13,-0.60,-0.68,0.01
-1.76,-11.02,-0.08,-0.66,-0.63,0.40
-1.65,-11.42,0.01,-0.69,-0.55,0.78
-1.54,-11.90,0.14,-0.69,-0.47,1.15
-1.41,-12.56,0.32,-0.64,-0.44,1.50
-1.33,-13.16,0.49,-0.56,-0.49,1.82
-1.30,-13.53,0.59,-0.47,-0.61,2.14
-1.36,-13.56,0.61,-0.39,-0.77,2.46
-1.46,-13.31,0.49,-0.33,-0.93,2.81
-1.52,-12.92,0.23,-0.29,-1.02,3.19
-1.43,-12.49,-0.11,-0.28,-0.97,3.57
-1.33,-12.02,-0.43,-0.30,-0.79,3.91
-1.18,-11.67,-0.65,-0.37,-0.53,4.23
-0.86,-11.67,-0.70,-0.45,-0.21,4.47
-0.47,-11.79,-0.57,-0.48,0.10,4.57
-0.15,-11.75,-0.40,-0.46,0.32,4.52
0.21,-11.64,-0.25,-0.45,0.39,4.38
0.54,-11.41,-0.14,-0.39,0.38,4.10
0.79,-11.11,-0.10,-0.31,0.32,3.75
1.01,-10.73,-0.11,-0.20,0.26,3.35
1.14,-10.25,-0.16,-0.06,0.23,2.90
1.17,-9.71,-0.13,0.08,0.19,2.44
1.12,-9.12,-0.05,0.22,0.12,1.95
0.98,-8.53,0.01,0.35,-0.01,1.45
0.84,-8.07,0.03,0.48,-0.15,0.95
0.67,-7.74,-0.02,0.61,-0.26,0.44
0.49,-7.60,-0.15,0.71,-0.33,-0.04
0.31,-7.61,-0.28,0.78,-0.32,-0.50
0.09,-7.72,-0.41,0.82,-0.21,-0.91
-0.11,-7.99,-0.47,0.83,-0.02,-1.27
-0.36,-8.23,-0.45,0.84,0.23,-1.58
-0.63,-8.47,-0.43,0.82,0.48,-1.84
-0.90,-8.62,-0.30,0.79,0.71,-2.04
-1.14,-8.69,-0.13,0.78,0.91,-2.21
-1.47,-8.85,0.11,0.83,1.08,-2.31
-1.67,-9.13,0.22,0.91,1.21,-2.35
-1.88,-9.23,0.24,0.98,1.29,-2.34
-2.05,-9.21,0.23,1.02,1.34,-2.27
-2.11,-9.24,0.23,1.05,1.39,-2.17
-2.16,-9.31,0.23,1.09,1.46,-2.06
-2.26,-9.32,0.18,1.12,1.52,-1.93
-2.30,-9.36,0.10,1.13,1.58,-1.77
-2.32,-9.39,-0.01,1.12,1.67,-1.59
-2.29,-9.42,-0.08,1.09,1.79,-1.38
-2.25,-9.46,-0.12,1.07,1.93,-1.18
-2.21,-9.48,-0.14,1.06,2.07,-0.99
-2.16,-9.49,-0.16,1.05,2.17,-0.80
-2.06,-9.55,-0.16,1.02,2.24,-0.63
-1.93,-9.63,-0.15,1.01,2.27,-0.50
-1.81,-9.71,-0.13,1.00,2.26,-0.40
