X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-2.86,-8.90,0.96,-0.97,0.19,0.56
-2.66,-8.94,0.86,-1.04,0.15,0.72
-2.42,-9.15,0.76,-1.10,0.14,0.85
-2.17,-9.41,0.73,-1.14,0.16,0.94
-1.92,-9.67,0.68,-1.18,0.17,0.98
-1.69,-9.80,0.63,-1.20,0.19,0.99
-1.48,-9.81,0.64,-1.19,0.22,0.95
-1.31,-9.71,0.63,-1.13,0.27,0.88
-1.19,-9.61,0.65,-1.05,0.32,0.80
-1.05,-9.67,0.68,-0.94,0.35,0.71
-0.89,-9.84,0.68,-0.80,0.35,0.59
-0.74,-10.08,0.62,-0.67,0.33,0.46
-0.56,-10.33,0.55,-0.52,0.31,0.30
-0.50,-10.43,0.50,-0.36,0.30,0.13
-0.43,-10.45,0.39,-0.20,0.31,-0.05
-0.51,-10.36,0.33,-0.03,0.30,-0.23
-0.59,-10.37,0.24,0.13,0.27,-0.39
-0.74,-10.32,0.10,0.28,0.23,-0.52
-0.88,-10.22,-0.12,0.39,0.20,-0.61
-1.04,-10.03,-0.29,0.48,0.21,-0.67
-1.23,-9.75,-0.41,0.55,0.27,-0.68
-1.41,-9.49,-0.47,0.62,0.34,-0.66
-1.50,-9.36,-0.46,0.71,0.42,-0.63
-1.56,-9.30,-0.46,0.83,0.49,-0.59
-1.53,-9.43,-0.49,0.97,0.54,-0.55
-1.56,-9.58,-0.54,1.11,0.56,-0.52
-1.61,-9.65,-0.62,1.21,0.50,-0.47
-1.61,-9.63,-0.76,1.28,0.42,-0.38
-1.53,-9.62,-0.96,1.32,0.37,-0.28
-1.38,-9.67,-1.18,1.35,0.39,-0.18
-1.20,-9.84,-1.37,1.36,0.46,-0.11
-1.07,-9.97,-1.49,1.35,0.56,-0.06
-1.01,-10.00,-1.60,1.32,0.66,-0.01
-0.96,-9.99,-1.70,1.25,0.74,0.04
-0.90,-9.96,-1.79,1.13,0.80,0.11
-0.83,-9.97,-1.86,0.98,0.85,0.20
-0.75,-10.02,-1.92,0.81,0.90,0.29
-0.65,-10.06,-2.00,0.61,0.95,0.39
-0.54,-10.06,-2.05,0.38,1.03,0.48
-0.45,-10.03,-2.06,0.15,1.14,0.57
-0.33,-10.06,-2.01,-0.07,1.25,0.66
-0.20,-10.23,-1.90,-0.26,1.36,0.71
-0.07,-10.48,-1.78,-0.43,1.45,0.74
0.06,-10.73,-1.64,-0.59,1.50,0.74
0.15,-10.87,-1.52,-0.74,1.53,0.71
0.24,-10.96,-1.36,-0.85,1.54,0.66
0.33,-11.08,-1.14,-0.93,1.55,0.56
0.38,-11.14,-0.84,-0.92,1.54,0.41
0.32,-11.07,-0.52,-0.84,1.49,0.20
0.15,-10.79,-0.19,-0.70,1.36,-0.04
-0.09,-10.42,0.07,-0.51,1.15,-0.29
-0.34,-10.02,0.24,-0.28,0.88,-0.54
-0.60,-9.61,0.29,-0.03,0.59,-0.78
-0.85,-9.25,0.18,0.21,0.33,-1.00
-1.05,-9.04,-0.00,0.43,0.14,-1.19
-1.20,-9.06,-0.23,0.62,0.04,-1.35
-1.31,-9.29,-0.44,0.75,0.02,-1.50
-1.44,-9.57,-0.58,0.83,0.04,-1.63
-1.63,-9.80,-0.67,0.86,0.07,-1.74
-1.85,-9.90,-0.70,0.85,0.09,-1.81
-2.10,-9.84,-0.72,0.80,0.08,-1.83
-2.33,-9.75,-0.71,0.74,0.07,-1.79
-2.52,-9.61,-0.75,0.67,0.06,-1.72
-2.67,-9.47,-0.77,0.58,0.06,-1.61
-2.78,-9.38,-0.78,0.48,0.07,-1.47
-2.87,-9.38,-0.79,0.37,0.09,-1.31
-2.89,-9.48,-0.80,0.24,0.11,-1.12
-2.92,-9.54,-0.76,0.09,0.13,-0.92
-2.94,-9.49,-0.72,-0.07,0.16,-0.70
-2.89,-9.47,-0.64,-0.21,0.20,-0.45
-2.78,-9.56,-0.62,-0.35,0.26,-0.19
-2.58,-9.76,-0.58,-0.49,0.33,0.07
-2.33,-9.99,-0.50,-0.61,0.41,0.30
-2.11,-10.14,-0.39,-0.72,0.47,0.51
-1.89,-10.22,-0.24,-0.80,0.52,0.69
-1.69,-10.29,-0.08,-0.84,0.53,0.84
-1.50,-10.32,0.09,-0.84,0.49,0.96
-1.31,-10.38,0.19,-0.80,0.42,1.05
-1.13,-10.42,0.21,-0.75,0.31,1.12
-0.95,-10.37,0.19,-0.70,0.21,1.18
-0.78,-10.21,0.15,-0.62,0.14,1.21
-0.61,-10.05,0.11,-0.53,0.11,1.22
-0.43,-9.95,0.11,-0.41,0.10,1.20
-0.28,-9.89,0.12,-0.26,0.11,1.14
-0.16,-9.85,0.17,-0.10,0.10,1.05
-0.10,-9.75,0.22,0.09,0.06,0.93
-0.11,-9.54,0.23,0.28,-0.02,0.80
-0.12,-9.30,0.20,0.47,-0.13,0.67
-0.13,-9.03,0.11,0.67,-0.23,0.54
-0.17,-8.77,-0.03,0.86,-0.31,0.40
-0.19,-8.59,-0.18,1.06,-0.37,0.28
-0.19,-8.48,-0.36,1.24,-0.40,0.16
-0.19,-8.45,-0.54,1.38,-0.43,0.04
-0.21,-8.47,-0.72,1.48,-0.46,-0.07
-0.23,-8.50,-0.91,1.55,-0.49,-0.18
-0.26,-8.51,-1.08,1.56,-0.53,-0.28
-0.32,-8.45,-1.27,1.53,-0.56,-0.36
-0.36,-8.39,-1.47,1.45,-0.58,-0.42
-0.38,-8.39,-1.70,1.32,-0.52,-0.45
-0.43,-8.37,-1.84,1.15,-0.40,-0.47
-0.51,-8.41,-1.92,0.97,-0.24,-0.45
-0.52,-8.58,-1.91,0.76,-0.07,-0.41
-0.53,-8.78,-1.83,0.54,0.09,-0.36
-0.52,-8.99,-1.65,0.32,0.20,-0.31
-0.53,-9.16,-1.42,0.11,0.22,-0.28
-0.54,-9.30,-1.20,-0.09,0.15,-0.25
-0.56,-9.43,-1.07,-0.27,0.03,-0.22
-0.58,-9.47,-0.96,-0.45,-0.11,-0.19
-0.60,-9.42,-0.90,-0.62,-0.25,-0.14
-0.60,-9.34,-0.87,-0.77,-0.34,-0.09
-0.58,-9.30,-0.87,-0.90,-0.38,-0.02
-0.51,-9.33,-0.84,-1.02,-0.37,0.06
-0.43,-9.40,-0.79,-1.13,-0.32,0.12
-0.34,-9.55,-0.70,-1.21,-0.23,0.18
-0.24,-9.71,-0.56,-1.27,-0.15,0.22
-0.22,-9.76,-0.36,-1.30,-0.12,0.24
-0.17,-9.83,-0.18,-1.30,-0.13,0.24
-0.07,-9.95,-0.06,-1.27,-0.18,0.22
0.02,-10.07,0.03,-1.22,-0.25,0.18
0.11,-10.12,0.11,-1.16,-0.32,0.10
0.15,-10.10,0.17,-1.07,-0.39,0.01
0.17,-10.04,0.22,-0.97,-0.45,-0.09
0.14,-9.92,0.23,-0.86,-0.51,-0.18
0.11,-9.77,0.24,-0.74,-0.56,-0.26
0.05,-9.60,0.21,-0.62,-0.58,-0.33
0.01,-9.50,0.15,-0.50,-0.57,-0.38
-0.02,-9.41,0.09,-0.40,-0.53,-0.41
-0.06,-9.34,0.04,-0.30,-0.46,-0.43
