X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
0.50,3.54,0.67,0.87,-2.02,-4.59
0.10,3.95,0.37,0.70,-1.98,-4.53
-0.35,4.38,0.05,0.55,-1.89,-4.46
-0.83,4.84,-0.19,0.40,-1.79,-4.34
-1.27,5.33,-0.39,0.25,-1.66,-4.20
-1.63,5.83,-0.47,0.11,-1.53,-4.03
-1.93,6.27,-0.54,-0.03,-1.39,-3.85
-2.19,6.64,-0.56,-0.17,-1.26,-3.68
-2.51,7.02,-0.62,-0.30,-1.12,-3.52
-2.92,7.46,-0.70,-0.42,-0.96,-3.36
-3.35,7.97,-0.77,-0.53,-0.76,-3.18
-3.78,8.43,-0.67,-0.62,-0.54,-2.97
-4.21,8.81,-0.45,-0.71,-0.32,-2.75
-4.64,9.07,-0.18,-0.77,-0.09,-2.52
-4.99,9.30,0.12,-0.82,0.09,-2.29
-5.28,9.55,0.46,-0.85,0.27,-2.06
-5.57,9.80,0.86,-0.84,0.42,-1.83
-6.13,10.06,1.23,-0.81,0.48,-1.62
-6.85,10.33,1.39,-0.76,0.48,-1.41
-7.32,10.57,1.47,-0.75,0.35,-1.19
-7.23,10.74,1.48,-0.79,0.13,-0.99
-6.68,10.78,1.53,-0.84,-0.07,-0.82
-5.95,10.73,1.53,-0.87,-0.23,-0.68
-5.22,10.65,1.52,-0.85,-0.26,-0.56
-4.64,10.62,1.61,-0.80,-0.18,-0.46
-4.32,10.63,1.74,-0.71,-0.04,-0.36
-4.19,10.64,1.84,-0.62,0.09,-0.27
-4.07,10.56,2.01,-0.54,0.18,-0.19
-3.90,10.39,2.19,-0.48,0.20,-0.13
-3.70,10.19,2.32,-0.42,0.19,-0.09
-3.54,10.01,2.37,-0.38,0.16,-0.06
-3.41,9.87,2.39,-0.34,0.12,-0.03
-3.34,9.74,2.40,-0.31,0.09,-0.00
-3.31,9.59,2.38,-0.29,0.08,0.04
-3.30,9.42,2.38,-0.26,0.08,0.08
-3.29,9.23,2.37,-0.24,0.10,0.11
-3.24,9.05,2.40,-0.22,0.11,0.14
-3.17,8.87,2.45,-0.20,0.12,0.15
-3.08,8.72,2.50,-0.19,0.12,0.16
-3.01,8.60,2.51,-0.17,0.11,0.16
-3.00,8.54,2.53,-0.16,0.09,0.16
-3.00,8.50,2.55,-0.15,0.07,0.16
-2.96,8.46,2.56,-0.15,0.05,0.17
-2.88,8.41,2.56,-0.14,0.05,0.17
-2.78,8.37,2.57,-0.14,0.06,0.18
-2.66,8.33,2.53,-0.13,0.09,0.19
-2.56,8.32,2.48,-0.11,0.13,0.19
-2.55,8.34,2.42,-0.10,0.17,0.19
-2.58,8.35,2.41,-0.09,0.18,0.19
-2.57,8.35,2.49,-0.09,0.16,0.18
-2.47,8.32,2.60,-0.09,0.14,0.18
-2.42,8.30,2.76,-0.09,0.13,0.16
-2.50,8.29,2.80,-0.07,0.13,0.14
-2.62,8.30,2.78,-0.06,0.14,0.14
-2.70,8.32,2.76,-0.06,0.14,0.15
-2.73,8.34,2.75,-0.06,0.13,0.15
-2.70,8.31,2.73,-0.06,0.11,0.15
-2.65,8.28,2.72,-0.07,0.10,0.14
-2.63,8.28,2.74,-0.07,0.10,0.13
-2.61,8.30,2.74,-0.08,0.10,0.13
-2.57,8.34,2.70,-0.08,0.12,0.12
-2.54,8.37,2.68,-0.08,0.13,0.12
-2.56,8.38,2.65,-0.08,0.14,0.13
-2.59,8.38,2.64,-0.09,0.15,0.12
-2.59,8.37,2.68,-0.10,0.13,0.12
-2.53,8.35,2.72,-0.10,0.11,0.12
-2.44,8.36,2.75,-0.10,0.10,0.10
-2.38,8.38,2.73,-0.10,0.10,0.09
-2.38,8.40,2.70,-0.09,0.12,0.08
-2.42,8.41,2.68,-0.08,0.15,0.07
-2.49,8.39,2.70,-0.07,0.16,0.07
-2.56,8.37,2.74,-0.06,0.15,0.06
-2.62,8.37,2.74,-0.06,0.14,0.06
-2.66,8.37,2.73,-0.07,0.12,0.05
-2.68,8.37,2.71,-0.07,0.10,0.05
-2.66,8.36,2.69,-0.08,0.09,0.06
-2.61,8.35,2.68,-0.08,0.09,0.07
-2.57,8.35,2.71,-0.08,0.09,0.07
-2.59,8.35,2.78,-0.07,0.10,0.08
-2.63,8.34,2.79,-0.06,0.10,0.09
-2.65,8.32,2.77,-0.06,0.10,0.09
-2.62,8.32,2.73,-0.07,0.08,0.10
-2.58,8.31,2.76,-0.08,0.05,0.10
-2.51,8.32,2.77,-0.08,0.04,0.10
-2.44,8.33,2.76,-0.08,0.04,0.10
-2.42,8.34,2.77,-0.08,0.05,0.10
