X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-7.15,3.28,-1.89,-1.27,-0.30,3.75
-6.84,3.01,-1.74,-1.30,-0.43,3.79
-6.41,2.74,-1.65,-1.35,-0.54,3.84
-5.84,2.57,-1.44,-1.40,-0.63,3.88
-5.31,2.46,-1.40,-1.46,-0.72,3.92
-4.83,2.28,-1.39,-1.53,-0.76,3.98
-4.40,1.93,-1.29,-1.61,-0.79,4.06
-4.06,1.47,-1.13,-1.72,-0.80,4.17
-3.69,1.04,-0.74,-1.84,-0.86,4.30
-3.59,0.93,-0.34,-1.97,-0.97,4.57
-2.86,0.41,0.06,-2.06,-1.03,5.00
-1.84,-0.25,0.74,-2.11,-1.01,5.30
-1.01,-0.76,1.56,-2.12,-1.00,5.50
-0.28,-1.26,2.37,-2.08,-1.04,5.65
0.44,-1.73,2.92,-2.01,-1.12,5.76
1.35,-2.25,3.50,-1.91,-1.21,5.85
2.64,-2.90,4.00,-1.78,-1.35,5.87
4.28,-3.52,4.31,-1.61,-1.44,5.82
6.29,-4.08,4.46,-1.42,-1.41,5.70
8.40,-4.45,4.60,-1.19,-1.23,5.51
10.45,-4.62,4.87,-0.94,-0.92,5.25
12.17,-4.64,5.36,-0.68,-0.53,4.91
13.43,-4.69,6.18,-0.40,-0.15,4.49
14.33,-4.89,6.97,-0.12,0.13,3.99
15.07,-5.10,7.61,0.14,0.31,3.44
15.87,-5.16,7.97,0.40,0.45,2.87
16.64,-4.91,8.07,0.64,0.59,2.28
17.18,-4.40,7.94,0.86,0.72,1.69
17.25,-3.78,7.74,1.05,0.80,1.12
17.02,-3.17,7.50,1.19,0.78,0.58
16.61,-2.60,7.38,1.28,0.64,0.07
16.15,-2.12,7.31,1.32,0.38,-0.44
15.66,-1.80,7.17,1.32,0.06,-0.93
15.21,-1.59,6.94,1.31,-0.26,-1.39
14.75,-1.43,6.62,1.29,-0.53,-1.84
14.18,-1.32,6.33,1.26,-0.77,-2.29
13.41,-1.20,5.94,1.23,-0.96,-2.72
12.58,-0.96,5.59,1.19,-1.16,-3.13
11.67,-0.58,5.15,1.14,-1.33,-3.51
10.86,-0.12,4.70,1.08,-1.48,-3.85
10.07,0.21,4.36,1.01,-1.64,-4.17
9.01,0.37,4.19,0.89,-1.90,-4.54
7.78,0.49,4.09,0.76,-2.22,-4.89
6.56,0.61,4.01,0.63,-2.54,-5.23
5.41,0.79,3.72,0.51,-2.84,-5.54
4.33,1.03,3.27,0.38,-3.07,-5.79
3.44,1.35,2.59,0.26,-3.20,-5.98
2.71,1.71,1.88,0.14,-3.20,-6.07
2.11,2.04,1.37,0.06,-3.08,-6.08
1.54,2.29,0.88,-0.02,-2.88,-6.05
0.72,2.56,0.35,-0.08,-2.62,-6.01
-0.38,2.87,0.05,-0.14,-2.30,-5.92
-1.62,3.19,-0.10,-0.20,-1.97,-5.77
-2.83,3.59,-0.07,-0.27,-1.68,-5.58
-4.02,4.07,-0.29,-0.35,-1.40,-5.36
-5.08,4.66,-0.79,-0.46,-1.09,-5.12
-5.85,5.32,-1.42,-0.61,-0.72,-4.87
-6.36,5.85,-1.46,-0.76,-0.32,-4.61
-6.93,6.13,-1.15,-0.87,0.13,-4.33
-7.74,6.24,-0.78,-0.94,0.59,-4.03
-8.74,6.32,-0.06,-0.95,1.01,-3.67
-9.74,6.47,0.61,-0.93,1.23,-3.28
-10.60,6.69,0.91,-0.90,1.22,-2.89
-11.25,7.03,0.91,-0.87,1.04,-2.52
-11.73,7.52,0.63,-0.87,0.70,-2.20
-11.92,8.02,0.23,-0.92,0.31,-1.91
-11.60,8.38,0.12,-1.00,-0.05,-1.67
-11.07,8.57,0.08,-1.06,-0.25,-1.46
-10.39,8.71,0.02,-1.09,-0.24,-1.26
-9.67,8.78,0.39,-1.07,-0.06,-1.05
-9.27,8.91,0.80,-0.98,0.14,-0.90
-9.15,9.15,1.07,-0.87,0.29,-0.73
-8.95,9.23,1.24,-0.76,0.32,-0.57
-8.73,9.21,1.33,-0.68,0.24,-0.47
-8.56,9.19,1.35,-0.62,0.08,-0.40
-8.37,9.17,1.37,-0.59,-0.12,-0.34
-8.02,9.12,1.40,-0.56,-0.27,-0.28
-7.62,9.08,1.45,-0.52,-0.34,-0.22
-7.33,9.06,1.53,-0.45,-0.33,-0.16
-7.20,9.02,1.57,-0.38,-0.24,-0.09
-7.16,8.92,1.61,-0.31,-0.12,-0.01
-7.19,8.78,1.60,-0.26,-0.03,0.07
-7.15,8.55,1.58,-0.22,0.01,0.14
-7.08,8.30,1.54,-0.22,-0.01,0.19
-7.01,8.08,1.54,-0.22,-0.08,0.23
-6.90,7.85,1.53,-0.23,-0.14,0.26
-6.75,7.60,1.54,-0.24,-0.19,0.30
-6.57,7.36,1.58,-0.24,-0.21,0.34
-6.37,7.16,1.62,-0.24,-0.20,0.37
-6.17,7.01,1.66,-0.23,-0.18,0.39
-5.95,6.92,1.62,-0.22,-0.16,0.40
-5.70,6.87,1.57,-0.22,-0.14,0.40
-5.51,6.83,1.58,-0.23,-0.14,0.39
-5.44,6.79,1.59,-0.23,-0.12,0.38
-5.43,6.77,1.68,-0.24,-0.11,0.38
-5.41,6.76,1.77,-0.24,-0.09,0.38
-5.35,6.76,1.89,-0.24,-0.07,0.38
-5.31,6.78,1.99,-0.24,-0.02,0.39
-5.28,6.79,2.06,-0.23,0.03,0.40
-5.20,6.80,2.09,-0.24,0.07,0.41
-5.08,6.80,2.16,-0.24,0.10,0.42
-5.00,6.82,2.24,-0.24,0.10,0.42
-4.95,6.83,2.35,-0.25,0.08,0.42
-4.92,6.87,2.46,-0.25,0.06,0.41
-4.84,6.90,2.58,-0.24,0.05,0.41
-4.75,6.95,2.65,-0.24,0.04,0.39
-4.71,7.04,2.65,-0.23,0.04,0.36
-4.68,7.15,2.65,-0.23,0.04,0.34
-4.63,7.22,2.66,-0.22,0.05,0.33
-4.56,7.26,2.68,-0.22,0.08,0.32
-4.46,7.28,2.70,-0.21,0.11,0.31
-4.38,7.31,2.77,-0.20,0.13,0.29
-4.39,7.33,2.86,-0.18,0.14,0.27
-4.44,7.34,2.96,-0.17,0.14,0.25
-4.47,7.34,2.99,-0.15,0.13,0.23
-4.48,7.35,2.99,-0.14,0.10,0.21
-4.47,7.36,3.00,-0.13,0.06,0.19
-4.42,7.36,3.02,-0.12,0.02,0.18
-4.37,7.36,3.04,-0.11,-0.01,0.16
-4.36,7.35,3.03,-0.10,-0.01,0.14
-4.35,7.33,3.03,-0.09,0.02,0.13
-4.32,7.31,3.05,-0.07,0.05,0.12
-4.35,7.32,3.07,-0.05,0.09,0.11
-4.41,7.34,3.05,-0.04,0.11,0.12
-4.45,7.35,3.02,-0.03,0.10,0.12
-4.47,7.35,2.99,-0.04,0.05,0.12
-4.48,7.32,2.99,-0.05,-0.00,0.13
-4.43,7.30,3.02,-0.06,-0.06,0.13
-4.32,7.27,3.03,-0.07,-0.09,0.12
-4.19,7.27,3.03,-0.07,-0.08,0.11
-4.12,7.28,3.00,-0.06,-0.04,0.10
-4.09,7.30,2.91,-0.05,0.03,0.10
-4.10,7.32,2.82,-0.04,0.10,0.10
-4.12,7.34,2.76,-0.04,0.15,0.10
-4.17,7.33,2.72,-0.04,0.17,0.09
-4.23,7.31,2.75,-0.04,0.17,0.07
-4.28,7.28,2.83,-0.03,0.15,0.05
-4.30,7.26,2.91,-0.02,0.13,0.03
-4.30,7.26,2.93,-0.00,0.11,0.01
