X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
1.71,-9.93,2.85,-2.85,-1.63,6.84
2.53,-10.80,3.21,-2.69,-1.65,6.85
3.83,-11.73,3.76,-2.51,-1.73,6.81
5.52,-12.60,4.36,-2.29,-1.81,6.69
7.51,-13.24,4.98,-2.01,-1.84,6.45
9.47,-13.73,5.46,-1.64,-1.76,6.07
10.88,-13.89,5.75,-1.20,-1.50,5.61
11.63,-13.78,5.83,-0.75,-1.17,5.14
12.02,-13.83,5.92,-0.36,-0.88,4.67
12.31,-13.94,5.85,-0.05,-0.68,4.20
12.75,-13.90,5.60,0.19,-0.53,3.75
13.49,-13.83,5.41,0.38,-0.42,3.28
14.37,-13.80,5.41,0.54,-0.36,2.79
15.16,-13.81,5.52,0.69,-0.31,2.26
15.68,-13.77,5.49,0.83,-0.21,1.70
15.82,-13.53,5.39,0.97,-0.08,1.15
15.53,-13.12,5.20,1.10,0.06,0.61
14.89,-12.56,4.90,1.18,0.15,0.10
14.10,-11.96,4.73,1.21,0.17,-0.39
13.39,-11.35,4.58,1.18,0.07,-0.88
12.97,-10.81,4.50,1.09,-0.12,-1.37
12.79,-10.35,4.49,0.98,-0.31,-1.87
12.59,-9.98,4.47,0.90,-0.44,-2.37
12.20,-9.65,4.36,0.86,-0.49,-2.84
11.66,-9.31,4.06,0.85,-0.49,-3.26
11.09,-8.98,3.77,0.83,-0.51,-3.64
10.65,-8.69,3.56,0.80,-0.55,-3.97
10.26,-8.45,3.39,0.79,-0.57,-4.28
9.77,-8.19,3.23,0.79,-0.57,-4.57
9.20,-7.88,3.08,0.79,-0.57,-4.83
8.66,-7.55,3.12,0.79,-0.57,-5.05
8.28,-7.22,3.20,0.78,-0.58,-5.24
7.92,-6.88,3.40,0.79,-0.58,-5.42
7.61,-6.59,3.51,0.80,-0.58,-5.59
7.23,-6.28,3.45,0.82,-0.53,-5.74
6.74,-5.91,3.19,0.86,-0.45,-5.88
6.11,-5.44,2.83,0.90,-0.35,-6.00
5.32,-4.91,2.50,0.95,-0.24,-6.11
4.53,-4.30,2.04,0.99,-0.12,-6.19
3.68,-3.63,1.67,1.01,-0.01,-6.25
2.73,-2.98,1.36,0.99,0.05,-6.28
1.79,-2.36,0.97,0.93,0.07,-6.29
0.90,-1.82,0.64,0.83,0.01,-6.31
0.14,-1.40,0.34,0.69,-0.10,-6.32
-0.51,-1.10,0.09,0.53,-0.20,-6.28
-0.97,-0.96,-0.20,0.39,-0.20,-6.17
-1.31,-0.86,-0.41,0.29,-0.08,-6.00
-1.65,-0.72,-0.60,0.24,0.17,-5.83
-2.11,-0.66,-0.69,0.24,0.50,-5.67
-2.82,-0.82,-0.69,0.28,0.82,-5.57
-3.95,-1.20,-0.61,0.34,1.00,-5.51
-5.44,-1.61,-0.87,0.37,0.98,-5.47
-6.90,-1.72,-1.44,0.32,0.81,-5.43
-7.89,-1.38,-2.05,0.23,0.65,-5.38
-8.35,-0.81,-2.58,0.13,0.61,-5.34
-8.70,-0.39,-2.86,0.05,0.78,-5.31
-9.61,-0.27,-2.43,0.06,1.09,-5.24
-11.28,-0.32,-1.77,0.14,1.35,-5.07
-13.20,-0.26,-1.10,0.19,1.35,-4.78
-14.55,0.11,-1.05,0.21,1.14,-4.41
-15.13,0.86,-1.62,0.14,0.85,-4.03
-15.11,1.81,-2.32,-0.03,0.53,-3.67
-14.67,2.71,-2.72,-0.28,0.20,-3.36
-14.04,3.37,-2.60,-0.55,-0.07,-3.11
-13.58,3.68,-1.95,-0.75,-0.25,-2.95
-13.43,3.92,-1.23,-0.86,-0.30,-2.84
-13.66,4.22,-0.65,-0.91,-0.28,-2.77
-13.96,4.58,-0.06,-0.94,-0.24,-2.68
-14.20,4.92,0.43,-0.89,-0.12,-2.55
-14.41,5.09,0.79,-0.81,0.04,-2.36
-14.70,5.18,1.04,-0.71,0.17,-2.16
-14.95,5.36,1.27,-0.63,0.24,-1.98
-15.13,5.63,1.50,-0.59,0.22,-1.84
-15.24,5.87,1.81,-0.57,0.15,-1.70
-15.21,5.93,2.16,-0.56,0.05,-1.54
-14.91,5.80,2.53,-0.54,-0.02,-1.36
-14.38,5.55,2.83,-0.47,-0.03,-1.17
-13.85,5.39,2.88,-0.35,0.03,-1.02
-13.49,5.41,2.65,-0.22,0.12,-0.89
-13.37,5.49,2.35,-0.13,0.18,-0.78
-13.34,5.43,2.16,-0.09,0.18,-0.67
-13.22,5.13,2.16,-0.12,0.08,-0.55
-12.89,4.65,2.28,-0.17,-0.05,-0.44
-12.37,4.14,2.41,-0.21,-0.16,-0.34
-11.80,3.70,2.38,-0.20,-0.22,-0.26
-11.33,3.40,2.21,-0.16,-0.21,-0.20
-10.99,3.22,1.97,-0.11,-0.17,-0.14
-10.76,3.10,1.79,-0.08,-0.13,-0.08
-10.52,2.92,1.73,-0.05,-0.12,-0.03
-10.27,2.72,1.76,-0.04,-0.13,0.02
-9.99,2.56,1.72,-0.02,-0.15,0.07
-9.68,2.52,1.60,-0.01,-0.16,0.10
-9.43,2.55,1.44,0.01,-0.15,0.14
-9.25,2.57,1.25,0.01,-0.11,0.18
-9.13,2.52,1.18,0.00,-0.09,0.22
-9.08,2.43,1.22,-0.02,-0.09,0.24
-9.03,2.32,1.36,-0.04,-0.11,0.24
-8.96,2.20,1.46,-0.06,-0.14,0.22
-8.90,2.11,1.47,-0.07,-0.14,0.22
-8.87,2.08,1.44,-0.08,-0.14,0.23
-8.87,2.09,1.44,-0.10,-0.12,0.25
-8.83,2.10,1.47,-0.11,-0.09,0.28
-8.71,2.08,1.52,-0.12,-0.08,0.30
-8.60,2.03,1.64,-0.13,-0.08,0.30
-8.54,1.98,1.75,-0.12,-0.08,0.30
-8.54,1.99,1.80,-0.11,-0.07,0.28
-8.55,2.04,1.80,-0.09,-0.06,0.27
