X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
7.29,-11.41,5.50,-2.29,-2.71,5.76
9.27,-12.87,6.66,-1.85,-2.85,5.44
11.55,-14.18,6.88,-1.26,-2.94,4.95
14.29,-15.05,6.17,-0.64,-2.78,4.35
17.30,-15.41,5.30,-0.05,-2.32,3.67
19.74,-15.22,4.31,0.48,-1.59,2.93
20.72,-14.51,3.39,0.92,-0.73,2.22
20.50,-13.50,2.95,1.22,0.03,1.58
19.93,-12.55,3.02,1.37,0.52,1.01
19.53,-11.87,3.31,1.41,0.81,0.50
19.15,-11.45,3.77,1.38,0.97,0.04
18.59,-11.16,4.17,1.30,1.04,-0.38
17.87,-10.94,4.53,1.19,1.01,-0.77
17.09,-10.73,4.77,1.05,0.88,-1.14
16.45,-10.57,4.88,0.92,0.70,-1.53
15.84,-10.44,4.89,0.78,0.50,-1.95
15.15,-10.31,4.92,0.67,0.33,-2.40
14.41,-10.21,5.13,0.57,0.16,-2.88
13.56,-10.12,5.36,0.50,-0.01,-3.37
12.79,-10.17,5.63,0.49,-0.15,-3.83
12.08,-10.14,5.72,0.54,-0.23,-4.24
11.48,-9.94,5.66,0.66,-0.22,-4.60
10.66,-9.56,5.31,0.81,-0.16,-4.93
9.51,-9.03,4.62,0.95,-0.03,-5.22
8.20,-8.36,3.96,1.06,0.12,-5.45
6.97,-7.52,3.55,1.14,0.28,-5.61
6.08,-6.68,3.45,1.19,0.39,-5.70
5.39,-5.87,3.10,1.21,0.50,-5.74
4.65,-5.02,2.73,1.22,0.63,-5.73
3.85,-4.24,2.57,1.21,0.75,-5.66
3.01,-3.57,2.60,1.19,0.80,-5.56
2.32,-3.06,2.66,1.15,0.75,-5.43
1.80,-2.63,2.66,1.09,0.61,-5.30
1.44,-2.23,2.47,1.02,0.43,-5.19
1.18,-1.83,2.20,0.94,0.26,-5.09
0.94,-1.51,1.92,0.84,0.12,-5.03
0.62,-1.28,1.58,0.74,0.03,-5.00
0.23,-1.10,1.31,0.62,-0.02,-4.98
-0.04,-1.20,0.94,0.50,-0.01,-5.00
-0.53,-1.17,0.70,0.35,-0.01,-5.07
-1.16,-1.04,0.48,0.19,-0.00,-5.14
-1.75,-0.98,0.28,0.05,0.03,-5.14
-2.13,-1.00,0.06,-0.08,0.07,-5.05
-2.44,-1.00,-0.15,-0.20,0.11,-4.92
-2.90,-0.95,-0.19,-0.31,0.13,-4.81
-3.50,-1.04,-0.01,-0.42,0.10,-4.73
-4.10,-1.28,0.31,-0.52,0.06,-4.69
-4.66,-1.48,0.65,-0.62,0.04,-4.68
-5.20,-1.63,0.95,-0.69,0.11,-4.68
-5.79,-1.83,1.14,-0.73,0.26,-4.66
-6.42,-2.06,1.25,-0.73,0.50,-4.64
-7.16,-2.09,1.22,-0.69,0.82,-4.60
-8.09,-1.92,1.36,-0.60,1.19,-4.54
-9.32,-1.61,1.56,-0.47,1.52,-4.46
-10.81,-1.18,1.79,-0.31,1.74,-4.35
-12.15,-0.59,1.78,-0.16,1.81,-4.24
-13.32,0.30,1.49,-0.07,1.81,-4.13
-14.34,1.33,1.41,-0.03,1.78,-4.01
-15.34,2.18,1.63,-0.06,1.67,-3.86
-16.35,2.66,2.00,-0.11,1.50,-3.67
-17.41,2.85,2.44,-0.18,1.31,-3.44
-18.38,3.11,2.72,-0.25,1.09,-3.15
-19.02,3.54,2.93,-0.31,0.82,-2.81
-19.10,3.90,3.12,-0.38,0.54,-2.46
-18.61,3.99,3.24,-0.44,0.26,-2.13
-17.97,3.89,3.44,-0.48,0.03,-1.86
-17.12,3.69,3.54,-0.49,-0.17,-1.63
-16.38,3.63,3.60,-0.45,-0.27,-1.42
-15.72,3.62,3.74,-0.40,-0.33,-1.20
-15.09,3.54,3.94,-0.35,-0.37,-1.00
-14.39,3.34,4.12,-0.30,-0.41,-0.84
-13.64,3.07,4.20,-0.25,-0.41,-0.70
-12.99,2.84,4.17,-0.19,-0.34,-0.59
-12.49,2.65,4.05,-0.13,-0.23,-0.47
-12.07,2.45,3.91,-0.06,-0.11,-0.34
-11.65,2.22,3.77,0.01,-0.01,-0.20
-11.24,1.98,3.71,0.05,0.03,-0.09
-10.80,1.79,3.64,0.07,0.02,-0.00
-10.32,1.70,3.56,0.08,-0.03,0.05
-9.84,1.65,3.43,0.08,-0.08,0.08
-9.39,1.64,3.28,0.09,-0.10,0.10
-9.02,1.59,3.12,0.09,-0.09,0.11
-8.69,1.53,3.04,0.09,-0.05,0.13
-8.44,1.47,3.00,0.09,-0.00,0.13
-8.32,1.43,3.04,0.10,0.02,0.13
-8.42,1.44,2.98,0.11,-0.02,0.14
-8.54,1.46,2.98,0.11,-0.10,0.16
-8.44,1.43,2.99,0.10,-0.21,0.18
-8.21,1.37,2.92,0.08,-0.27,0.18
-8.00,1.32,2.84,0.07,-0.28,0.17
-7.89,1.32,2.80,0.06,-0.21,0.16
