X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
13.13,-3.70,5.74,0.78,-1.34,-3.51
12.29,-3.72,5.34,0.79,-1.49,-3.93
11.43,-3.83,4.91,0.77,-1.69,-4.34
10.53,-3.87,4.33,0.73,-1.88,-4.73
9.68,-3.76,3.70,0.67,-2.01,-5.08
8.93,-3.54,3.12,0.61,-2.04,-5.38
8.16,-3.22,2.61,0.54,-2.01,-5.65
7.34,-2.86,2.11,0.47,-1.92,-5.86
6.56,-2.53,1.65,0.39,-1.80,-6.04
5.77,-2.13,1.31,0.30,-1.67,-6.19
4.89,-1.72,1.08,0.22,-1.50,-6.32
3.81,-1.26,0.92,0.16,-1.30,-6.40
2.62,-0.74,0.81,0.11,-1.07,-6.42
1.43,-0.27,0.85,0.06,-0.84,-6.40
0.17,0.16,0.89,-0.01,-0.69,-6.36
-1.14,0.68,0.82,-0.09,-0.61,-6.26
-2.20,1.28,0.68,-0.20,-0.59,-6.10
-2.91,1.94,0.67,-0.32,-0.60,-5.89
-3.46,2.70,0.68,-0.44,-0.58,-5.66
-4.04,3.52,0.88,-0.53,-0.50,-5.40
-4.80,4.31,0.89,-0.58,-0.36,-5.09
-5.57,5.04,0.91,-0.63,-0.20,-4.75
-6.29,5.70,1.17,-0.66,-0.03,-4.39
-7.12,6.22,1.55,-0.66,0.12,-4.03
-8.08,6.68,1.92,-0.63,0.25,-3.65
-8.97,7.18,2.20,-0.59,0.33,-3.26
-9.63,7.79,2.55,-0.55,0.37,-2.90
-10.07,8.37,2.78,-0.51,0.36,-2.56
-10.31,8.86,2.91,-0.47,0.30,-2.23
-10.31,9.27,2.84,-0.45,0.18,-1.93
-10.04,9.68,2.63,-0.44,0.04,-1.64
-9.65,10.12,2.31,-0.43,-0.06,-1.37
-9.26,10.47,2.10,-0.42,-0.13,-1.11
-8.92,10.69,1.94,-0.41,-0.17,-0.85
-8.50,10.76,1.86,-0.41,-0.21,-0.60
-8.00,10.71,1.88,-0.41,-0.24,-0.37
-7.50,10.59,1.95,-0.41,-0.27,-0.17
-6.93,10.39,2.02,-0.40,-0.28,0.00
-6.45,10.04,2.11,-0.39,-0.33,0.11
-6.06,9.81,2.14,-0.38,-0.36,0.17
-5.62,9.69,2.14,-0.37,-0.38,0.23
-5.18,9.53,2.14,-0.35,-0.33,0.28
-4.84,9.33,2.17,-0.31,-0.26,0.33
-4.59,9.13,2.24,-0.27,-0.17,0.37
-4.38,8.91,2.32,-0.22,-0.09,0.40
-4.22,8.67,2.43,-0.18,-0.06,0.42
-4.09,8.43,2.58,-0.14,-0.05,0.40
-3.98,8.16,2.71,-0.10,-0.06,0.37
-3.84,7.96,2.80,-0.07,-0.08,0.33
-3.68,7.84,2.79,-0.03,-0.10,0.29
-3.53,7.80,2.75,-0.00,-0.10,0.24
-3.44,7.81,2.69,0.03,-0.09,0.21
-3.39,7.84,2.59,0.05,-0.08,0.18
-3.37,7.86,2.51,0.06,-0.07,0.16
-3.33,7.86,2.47,0.07,-0.07,0.14
-3.24,7.86,2.46,0.06,-0.06,0.12
-3.13,7.88,2.49,0.06,-0.05,0.11
-3.04,7.91,2.50,0.05,-0.03,0.09
-3.01,7.96,2.48,0.05,0.00,0.07
-3.05,8.02,2.46,0.05,0.04,0.07
-3.11,8.06,2.44,0.04,0.07,0.07
-3.16,8.07,2.44,0.03,0.09,0.08
-3.17,8.06,2.46,0.01,0.09,0.09
-3.14,8.07,2.44,-0.01,0.08,0.09
-3.09,8.09,2.45,-0.03,0.08,0.09
-3.09,8.09,2.51,-0.05,0.07,0.08
-3.16,8.09,2.58,-0.06,0.09,0.08
-3.24,8.08,2.66,-0.06,0.09,0.08
-3.26,8.07,2.72,-0.06,0.10,0.08
-3.27,8.06,2.77,-0.06,0.10,0.09
-3.28,8.06,2.76,-0.05,0.10,0.09
-3.32,8.09,2.77,-0.05,0.11,0.08
-3.38,8.09,2.80,-0.04,0.12,0.08
-3.42,8.08,2.85,-0.04,0.13,0.08
-3.44,8.05,2.85,-0.03,0.13,0.09
-3.41,8.02,2.85,-0.03,0.12,0.09
-3.38,8.00,2.81,-0.03,0.11,0.09
-3.38,8.02,2.81,-0.02,0.09,0.09
-3.40,8.03,2.83,-0.02,0.07,0.09
-3.40,8.03,2.86,-0.02,0.05,0.08
-3.36,8.03,2.86,-0.01,0.03,0.08
-3.29,8.04,2.82,-0.01,0.02,0.08
-3.21,8.05,2.75,-0.01,0.02,0.08
-3.17,8.07,2.69,-0.01,0.02,0.07
-3.17,8.08,2.61,-0.01,0.03,0.07
-3.17,8.08,2.55,-0.01,0.05,0.07
-3.13,8.06,2.54,-0.02,0.05,0.06
-3.11,8.04,2.56,-0.03,0.06,0.04
-3.11,8.02,2.58,-0.03,0.08,0.03
-3.16,8.03,2.60,-0.03,0.08,0.03
-3.23,8.05,2.63,-0.03,0.08,0.02
-3.28,8.05,2.66,-0.03,0.06,0.02
-3.26,8.02,2.68,-0.04,0.04,0.02
-3.21,8.03,2.69,-0.04,0.03,0.02
-3.18,8.05,2.68,-0.04,0.05,0.02
-3.20,8.08,2.67,-0.04,0.06,0.02
-3.24,8.10,2.66,-0.03,0.08,0.02
-3.26,8.11,2.66,-0.04,0.08,0.03
-3.26,8.11,2.67,-0.04,0.07,0.03
-3.24,8.10,2.70,-0.04,0.06,0.03
-3.23,8.09,2.72,-0.04,0.05,0.03
-3.23,8.12,2.73,-0.04,0.04,0.03
-3.23,8.13,2.74,-0.04,0.04,0.03
-3.23,8.12,2.75,-0.04,0.04,0.04
-3.23,8.08,2.77,-0.03,0.05,0.05
-3.25,8.07,2.78,-0.03,0.07,0.05
-3.24,8.07,2.79,-0.02,0.06,0.05
-3.22,8.08,2.76,-0.02,0.05,0.05
-3.19,8.10,2.75,-0.02,0.04,0.04
-3.17,8.11,2.72,-0.03,0.03,0.04
-3.14,8.13,2.70,-0.03,0.04,0.04
-3.12,8.13,2.71,-0.03,0.04,0.03
-3.10,8.14,2.73,-0.03,0.05,0.03
-3.12,8.11,2.78,-0.02,0.07,0.03
