X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-4.62,7.33,3.20,-0.03,0.06,0.26
-4.61,7.35,3.24,-0.03,0.07,0.28
-4.59,7.35,3.28,-0.02,0.07,0.29
-4.55,7.35,3.29,-0.01,0.06,0.30
-4.50,7.35,3.29,-0.00,0.04,0.31
-4.42,7.36,3.27,0.00,0.03,0.31
-4.32,7.37,3.24,0.01,0.01,0.31
-4.20,7.37,3.16,0.01,-0.01,0.31
-4.11,7.39,3.11,0.02,-0.01,0.30
-4.05,7.41,3.07,0.02,-0.00,0.29
-4.01,7.43,3.06,0.03,0.02,0.27
-4.02,7.42,3.07,0.03,0.04,0.26
-4.03,7.41,3.08,0.04,0.06,0.24
-4.00,7.41,3.10,0.04,0.06,0.23
-3.93,7.43,3.06,0.04,0.05,0.22
-3.88,7.44,3.03,0.03,0.04,0.20
-3.85,7.43,2.99,0.03,0.04,0.18
-3.81,7.42,2.95,0.02,0.05,0.17
-3.75,7.42,2.94,0.01,0.06,0.15
-3.71,7.43,2.96,0.01,0.07,0.13
-3.70,7.43,2.96,0.00,0.08,0.11
-3.72,7.43,3.00,-0.00,0.08,0.09
-3.80,7.42,3.01,-0.01,0.08,0.07
-3.86,7.41,3.03,-0.01,0.08,0.07
-3.87,7.41,3.04,-0.02,0.06,0.07
-3.83,7.40,3.02,-0.04,0.06,0.06
-3.81,7.41,3.00,-0.05,0.06,0.06
-3.82,7.42,3.00,-0.05,0.07,0.05
-3.86,7.43,3.04,-0.05,0.08,0.05
-3.88,7.44,3.09,-0.06,0.08,0.05
-3.90,7.45,3.14,-0.06,0.07,0.05
-3.91,7.47,3.19,-0.05,0.06,0.05
-3.90,7.48,3.22,-0.05,0.06,0.05
-3.89,7.48,3.20,-0.05,0.05,0.04
-3.86,7.50,3.18,-0.04,0.05,0.04
-3.84,7.51,3.16,-0.04,0.06,0.04
