X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
-15.46,3.87,0.16,0.42,0.40,-2.42
-15.56,3.83,0.42,0.36,0.31,-2.21
-15.52,3.85,0.46,0.31,0.17,-2.00
-15.37,3.93,0.39,0.26,0.02,-1.81
-15.17,3.96,0.33,0.21,-0.13,-1.63
-14.88,3.87,0.43,0.15,-0.27,-1.46
-14.49,3.65,0.64,0.11,-0.33,-1.30
-14.01,3.39,0.85,0.10,-0.32,-1.13
-13.49,3.24,0.91,0.12,-0.24,-0.97
-13.02,3.19,0.82,0.14,-0.13,-0.83
-12.62,3.13,0.75,0.15,0.00,-0.70
-12.35,3.00,0.85,0.17,0.09,-0.59
-12.15,2.82,0.93,0.17,0.10,-0.49
-11.82,2.57,1.04,0.17,0.05,-0.39
-11.37,2.36,1.07,0.17,-0.01,-0.31
-10.94,2.25,1.02,0.16,-0.03,-0.26
-10.63,2.17,0.96,0.16,-0.02,-0.21
-10.39,2.04,0.97,0.15,0.02,-0.17
-10.14,1.88,0.98,0.14,0.06,-0.12
-9.87,1.71,0.96,0.13,0.11,-0.07
-9.62,1.61,0.96,0.13,0.13,-0.05
-9.56,1.60,0.96,0.12,0.11,-0.03
-9.60,1.63,1.00,0.10,0.03,-0.02
-9.57,1.63,1.07,0.07,-0.07,-0.00
-9.35,1.58,1.12,0.04,-0.15,0.01
-9.07,1.51,1.15,0.01,-0.19,0.02
-8.92,1.49,1.17,0.00,-0.16,0.04
-8.96,1.48,1.23,0.01,-0.09,0.08
-9.06,1.48,1.31,0.01,-0.02,0.13
-9.10,1.49,1.33,0.01,0.01,0.18
-9.07,1.52,1.37,0.01,0.01,0.21
-9.05,1.55,1.43,-0.00,-0.02,0.22
-8.98,1.57,1.49,-0.02,-0.05,0.22
-8.84,1.58,1.53,-0.04,-0.06,0.22
-8.69,1.61,1.52,-0.05,-0.03,0.22
-8.57,1.64,1.49,-0.05,0.02,0.20
-8.53,1.63,1.52,-0.05,0.07,0.19
-8.67,1.63,1.61,-0.05,0.10,0.17
-8.84,1.64,1.68,-0.05,0.09,0.16
-8.90,1.64,1.75,-0.05,0.04,0.15
-8.83,1.65,1.76,-0.05,-0.01,0.14
-8.76,1.69,1.72,-0.06,-0.02,0.12
-8.70,1.75,1.72,-0.06,-0.01,0.11
-8.66,1.80,1.75,-0.07,0.01,0.10
-8.65,1.82,1.74,-0.07,0.04,0.09
-8.61,1.80,1.76,-0.08,0.04,0.08
-8.66,1.78,1.79,-0.09,0.02,0.07
-8.77,1.79,1.84,-0.09,0.00,0.07
-8.81,1.78,1.87,-0.09,-0.02,0.07
-8.75,1.76,1.87,-0.09,-0.03,0.08
-8.67,1.74,1.86,-0.09,-0.02,0.08
-8.60,1.73,1.83,-0.09,0.02,0.08
-8.54,1.74,1.84,-0.09,0.05,0.08
-8.56,1.75,1.87,-0.08,0.08,0.07
