X_acc,Y_acc,Z_acc,X_gyro,Y_gyro,Z_gyro
13.96,-11.82,14.88,0.47,1.05,1.72
13.67,-11.31,14.58,0.76,1.01,1.18
13.15,-10.60,14.05,0.94,0.86,0.67
12.52,-9.86,13.38,1.00,0.59,0.20
11.90,-9.21,12.57,0.97,0.24,-0.24
11.48,-8.64,11.67,0.88,-0.12,-0.64
11.13,-8.08,10.81,0.78,-0.40,-1.02
10.64,-7.54,9.99,0.70,-0.58,-1.37
9.97,-7.01,9.29,0.62,-0.70,-1.69
9.23,-6.57,8.80,0.55,-0.79,-1.98
8.54,-6.21,8.41,0.47,-0.88,-2.24
7.96,-5.97,8.13,0.41,-0.96,-2.49
7.50,-5.83,8.03,0.38,-1.01,-2.71
7.17,-5.73,8.00,0.37,-1.03,-2.93
6.89,-5.57,8.05,0.40,-1.05,-3.15
6.63,-5.42,8.20,0.45,-1.06,-3.37
6.42,-5.26,8.31,0.54,-1.07,-3.59
6.11,-4.97,8.42,0.65,-1.08,-3.80
5.80,-4.68,8.43,0.77,-1.09,-3.99
5.44,-4.34,8.43,0.90,-1.11,-4.16
5.09,-3.98,8.30,1.03,-1.15,-4.31
4.80,-3.60,8.18,1.15,-1.19,-4.43
4.60,-3.25,8.03,1.28,-1.22,-4.55
4.43,-2.88,7.88,1.40,-1.24,-4.64
4.28,-2.47,7.61,1.52,-1.24,-4.73
4.01,-2.04,7.50,1.64,-1.22,-4.80
3.66,-1.67,7.39,1.77,-1.20,-4.86
3.23,-1.33,7.35,1.88,-1.18,-4.91
2.76,-0.98,7.27,2.00,-1.19,-4.92
2.42,-0.67,7.04,2.09,-1.25,-4.93
2.14,-0.44,6.69,2.16,-1.34,-4.94
1.97,-0.26,6.13,2.20,-1.45,-4.97
1.82,-0.10,5.51,2.21,-1.53,-5.00
1.67,0.12,4.70,2.21,-1.55,-5.03
1.50,0.39,3.96,2.21,-1.45,-5.03
1.24,0.68,3.33,2.24,-1.26,-4.99
0.82,0.95,2.67,2.30,-0.99,-4.93
0.08,1.20,2.22,2.38,-0.70,-4.86
-0.96,1.41,1.62,2.49,-0.41,-4.75
-2.16,1.63,0.84,2.59,-0.14,-4.62
-3.42,1.93,-0.02,2.67,0.07,-4.46
-4.60,2.36,-0.96,2.69,0.16,-4.29
-5.53,2.92,-2.12,2.62,0.16,-4.14
-6.02,3.46,-3.34,2.43,0.12,-4.00
-6.35,3.90,-4.05,2.18,0.04,-3.88
-6.63,4.24,-4.88,1.90,-0.00,-3.80
-7.09,4.48,-5.05,1.59,-0.00,-3.72
-7.39,4.14,-4.62,1.42,0.12,-3.62
-7.29,3.33,-4.50,1.47,0.54,-3.55
-7.58,3.39,-4.88,1.47,1.01,-3.46
-8.20,4.27,-5.10,1.35,1.32,-3.25
-8.77,5.19,-5.26,1.17,1.41,-2.95
-9.28,5.62,-5.39,0.93,1.26,-2.64
-9.95,5.89,-5.61,0.63,0.96,-2.35
-10.66,6.37,-5.65,0.32,0.58,-2.08
-11.06,7.07,-5.45,0.01,0.10,-1.84
-11.00,7.71,-5.27,-0.27,-0.43,-1.66
-10.70,8.15,-4.95,-0.49,-0.85,-1.51
-10.41,8.44,-4.50,-0.63,-1.09,-1.37
-10.29,8.72,-4.07,-0.68,-1.13,-1.21
-10.27,9.06,-3.65,-0.65,-1.07,-1.03
-10.28,9.43,-3.44,-0.58,-0.95,-0.85
-10.28,9.76,-3.34,-0.50,-0.81,-0.67
-10.22,10.02,-3.24,-0.42,-0.70,-0.50
-10.01,10.17,-3.08,-0.35,-0.62,-0.36
-9.71,10.24,-2.85,-0.30,-0.57,-0.25
-9.41,10.23,-2.59,-0.27,-0.54,-0.15
-9.14,10.15,-2.29,-0.25,-0.51,-0.07
-8.89,9.98,-2.02,-0.23,-0.47,0.01
-8.66,9.75,-1.79,-0.22,-0.40,0.09
-8.40,9.52,-1.62,-0.20,-0.33,0.17
-8.12,9.28,-1.48,-0.18,-0.26,0.24
-7.82,9.05,-1.43,-0.17,-0.21,0.30
-7.52,8.84,-1.45,-0.15,-0.18,0.34
-7.32,8.60,-1.35,-0.14,-0.17,0.36
-7.19,8.42,-1.29,-0.13,-0.17,0.36
-7.05,8.29,-1.22,-0.12,-0.17,0.36
-6.90,8.18,-1.18,-0.11,-0.15,0.37
-6.74,8.05,-1.13,-0.10,-0.14,0.39
-6.55,7.92,-1.08,-0.09,-0.13,0.40
-6.32,7.76,-1.06,-0.09,-0.12,0.41
-6.09,7.67,-1.02,-0.09,-0.10,0.42
-5.92,7.62,-1.02,-0.08,-0.07,0.42
-5.80,7.60,-0.96,-0.06,-0.01,0.41
-5.69,7.58,-0.90,-0.05,0.03,0.40
-5.63,7.58,-0.80,-0.04,0.07,0.39
-5.57,7.56,-0.70,-0.03,0.11,0.37
-5.50,7.52,-0.62,-0.03,0.14,0.36
-5.43,7.50,-0.61,-0.03,0.18,0.35
-5.32,7.47,-0.63,-0.03,0.20,0.33
-5.24,7.47,-0.63,-0.03,0.21,0.29
-5.36,7.52,-0.69,-0.03,0.21,0.25
-5.55,7.58,-0.70,-0.04,0.19,0.24
-5.66,7.58,-0.65,-0.05,0.14,0.26
-5.62,7.55,-0.58,-0.07,0.09,0.29
-5.50,7.51,-0.54,-0.09,0.04,0.31
-5.35,7.47,-0.54,-0.09,0.02,0.32
-5.22,7.47,-0.60,-0.09,0.03,0.33
-5.11,7.49,-0.65,-0.09,0.05,0.33
-5.09,7.49,-0.62,-0.09,0.07,0.33
-5.09,7.49,-0.56,-0.08,0.08,0.34
-5.04,7.50,-0.47,-0.08,0.07,0.35
-4.94,7.52,-0.43,-0.07,0.06,0.35
-4.80,7.55,-0.42,-0.07,0.05,0.35
-4.70,7.57,-0.45,-0.08,0.05,0.34
-4.66,7.60,-0.48,-0.08,0.05,0.32
-4.63,7.63,-0.50,-0.09,0.05,0.29
-4.57,7.67,-0.46,-0.10,0.03,0.27
